Area Yr Era Seas Bio_all Bio_smry SpawnBio Recruit_0  Spbio_GP:1 SmryBio_SX:1_GP:1 SmryBio_SX:2_GP:1 SmryNum_SX:1_GP:1 SmryNum_SX:2_GP:1 sel(B):_1 dead(B):_1 retain(B):_1 sel(N):_1 dead(N):_1 retain(N):_1 obs_cat:_1 F:_1 sel(B):_2 dead(B):_2 retain(B):_2 sel(N):_2 dead(N):_2 retain(N):_2 obs_cat:_2 F:_2 sel(B):_3 dead(B):_3 retain(B):_3 sel(N):_3 dead(N):_3 retain(N):_3 obs_cat:_3 F:_3 sel(B):_4 dead(B):_4 retain(B):_4 sel(N):_4 dead(N):_4 retain(N):_4 obs_cat:_4 F:_4 sel(B):_5 dead(B):_5 retain(B):_5 sel(N):_5 dead(N):_5 retain(N):_5 obs_cat:_5 F:_5 SPB_vir_LH
1 1983 TIME 1 1204.44 1204.44 343.932 2046.36  343.932  545.561 658.874  2412 2636.66  0 0 0 0 0 0 0 0  3.86032 3.86032 3.86032 5.60772 5.60772 5.60772 3.86032 0.00995867  15.8702 15.8702 15.8702 38.3219 38.3219 38.3219 15.8702 0.0826346  13.3998 13.3998 13.3998 37.6278 37.6278 37.6278 13.4 2.09053  0 0 0 0 0 0 0 0 343.932
1 1984 TIME 1 1302.19 1302.19 328.987 2111.34  328.987  592.745 709.444  2707.44 2937.29  0 0 0 0 0 0 0 0  3.03954 3.03954 3.03954 4.44579 4.44579 4.44579 3.03954 0.00787249  8.03681 8.03681 8.03681 21.2316 21.2316 21.2316 8.03682 0.0373468  4.49994 4.49994 4.49994 14.3367 14.3367 14.3367 4.5 0.598041  0 0 0 0 0 0 0 0 328.987
1 1985 TIME 1 1433.55 1433.55 346.453 3221.49  346.453  655.15 778.399  3484.27 3730.44  0 0 0 0 0 0 0 0  1.82963 1.82963 1.82963 2.71507 2.71507 2.71507 1.82963 0.00458877  3.25542 3.25542 3.25542 8.77159 8.77159 8.77159 3.25542 0.0136498  8.5999 8.5999 8.5999 27.7795 27.7795 27.7795 8.6 1.02868  0 0 0 0 0 0 0 0 346.453
1 1986 TIME 1 1735.11 1735.11 379.698 1853.66  379.698  798.047 937.066  3342.58 3624.2  0 0 0 0 0 0 0 0  3.42956 3.42956 3.42956 5.20948 5.20948 5.20948 3.42956 0.00793665  5.29005 5.29005 5.29005 15.0184 15.0184 15.0184 5.29006 0.0180299  11.5999 11.5999 11.5999 39.805 39.805 39.805 11.6 1.10153  0 0 0 0 0 0 0 0 379.698
1 1987 TIME 1 1789.8 1789.8 447.649 1890.1  447.649  822.195 967.604  3253.79 3555.8  0 0 0 0 0 0 0 0  3.57743 3.57743 3.57743 5.45778 5.45778 5.45778 3.57743 0.00753437  21.1602 21.1602 21.1602 55.7631 55.7631 55.7631 21.1602 0.0720821  13.4999 13.4999 13.4999 41.7217 41.7217 41.7217 13.5 1.34116  0 0 0 0 0 0 0 0 447.649
1 1988 TIME 1 1799.91 1799.91 480.274 1506.25  480.274  824.976 974.936  2983.56 3294.4  0.083776 0.083776 0.083776 0.121693 0.121693 0.121693 0.083776 0.000185968  2.21104 2.21104 2.21104 3.34116 3.34116 3.34116 2.21104 0.00429894  11.6992 11.6992 11.6992 29.8779 29.8779 29.8779 11.6992 0.0397826  6.89993 6.89993 6.89993 20.6613 20.6613 20.6613 6.9 0.690757  0 0 0 0 0 0 0 0 480.274
1 1989 TIME 1 1748.32 1748.32 496.889 730.9  496.889  798.104 950.213  2426.26 2738.67  0.0799895 0.0799895 0.0799895 0.114778 0.114778 0.114778 0.0799895 0.000166888  3.2611 3.2611 3.2611 4.84739 4.84739 4.84739 3.2611 0.00601845  1.42425 1.42425 1.42425 3.48927 3.48927 3.48927 1.42425 0.00503281  7.39992 7.39992 7.39992 21.0736 21.0736 21.0736 7.4 0.781682  0 0 0 0 0 0 0 0 496.889
1 1990 TIME 1 1570.46 1570.46 492.69 722.363  492.69  711.445 859.015  2042.61 2341.04  0.00331317 0.00331317 0.00331317 0.00467801 0.00467801 0.00467801 0.00331317 6.80095e-006  2.94024 2.94024 2.94024 4.27232 4.27232 4.27232 2.94024 0.0053906  6.30737 6.30737 6.30737 14.2008 14.2008 14.2008 6.30738 0.0254352  8.1999 8.1999 8.1999 20.8146 20.8146 20.8146 8.2 1.02179  0 0 0 0 0 0 0 0 492.69
1 1991 TIME 1 1387.94 1387.94 453.09 753.754  453.09  623.905 764.04  1787.1 2062.65  0.0231922 0.0231922 0.0231922 0.0321824 0.0321824 0.0321824 0.0231922 4.94473e-005  1.99104 1.99104 1.99104 2.82655 2.82655 2.82655 1.99104 0.00381739  8.74894 8.74894 8.74894 18.9727 18.9727 18.9727 8.74894 0.0403766  11.3998 11.3998 11.3998 27.9424 27.9424 27.9424 11.4 1.63394  0 0 0 0 0 0 0 0 453.09
1 1992 TIME 1 1225.3 1225.3 399.169 983.999  399.169  547.307 677.989  1720.14 1970.16  0.0165659 0.0165659 0.0165659 0.0226534 0.0226534 0.0226534 0.0165659 3.85609e-005  3.40555 3.40555 3.40555 4.74553 4.74553 4.74553 3.40555 0.00714125  11.0888 11.0888 11.0888 23.9577 23.9577 23.9577 11.0888 0.0582361  14.4998 14.4998 14.4998 35.8466 35.8466 35.8466 14.5 2.35138  0 0 0 0 0 0 0 0 399.169
1 1993 TIME 1 1120.83 1120.83 345.252 714.822  345.252  499.668 621.162  1533.33 1761.32  0.0866144 0.0866144 0.0866144 0.117557 0.117557 0.117557 0.0866159 0.000227487  4.02553 4.02553 4.02553 5.56381 5.56381 5.56381 4.0256 0.00948511  9.96953 9.96953 9.96953 22.5475 22.5475 22.5475 9.96972 0.0568377  21.3373 21.3373 21.3373 56.6025 56.6025 56.6025 21.3 3.67662  0 0 0 0 0 0 0 0 345.252
1 1994 TIME 1 994.254 994.254 304.794 1203.9  304.794  442.146 552.108  1639.78 1844.61  0.188851 0.188851 0.188851 0.256 0.256 0.256 0.188851 0.000560341  5.00097 5.00097 5.00097 6.90024 6.90024 6.90024 5.00097 0.0132421  5.08659 5.08659 5.08659 11.4387 11.4387 11.4387 5.08659 0.0324436  4.8999 4.8999 4.8999 12.7905 12.7905 12.7905 4.9 0.950358  0 0 0 0 0 0 0 0 304.794
1 1995 TIME 1 990.02 990.02 275.307 706.819  275.307  442.421 547.599  1485.69 1681.4  0.0383382 0.0383382 0.0383382 0.052291 0.052291 0.052291 0.0383382 0.0001254  3.65474 3.65474 3.65474 5.09321 5.09321 5.09321 3.65474 0.0105869  2.54329 2.54329 2.54329 6.20869 6.20869 6.20869 2.5433 0.0159089  5.5999 5.5999 5.5999 16.3518 16.3518 16.3518 5.6 1.02877  0 0 0 0 0 0 0 0 275.307
1 1996 TIME 1 924.573 924.573 266.379 869.224  266.379  413.154 511.419  1460.64 1645.64  0.689613 0.689613 0.689613 0.947973 0.947973 0.947973 0.689614 0.00243318  3.62674 3.62674 3.62674 5.09892 5.09892 5.09892 3.62674 0.0112932  4.78139 4.78139 4.78139 11.271 11.271 11.271 4.7814 0.0324574  7.09986 7.09986 7.09986 19.4747 19.4747 19.4747 7.1 1.44973  0 0 0 0 0 0 0 0 266.379
1 1997 TIME 1 888.619 888.619 252.217 1536.4  252.217  397.87 490.749  1773.38 1948.94  11.0305 11.0305 11.0305 15.2567 15.2567 15.2567 11.0305 0.0417886  5.27356 5.27356 5.27356 7.47088 7.47088 7.47088 5.27357 0.0176261  7.22296 7.22296 7.22296 17.3656 17.3656 17.3656 7.22296 0.0511503  7.79984 7.79984 7.79984 22.0651 22.0651 22.0651 7.8 1.64499  0 0 0 0 0 0 0 0 252.217
1 1998 TIME 1 958.266 958.266 237.025 1077.71  237.025  433.057 525.209  1752.68 1928.61  10.26 10.26 10.26 14.3561 14.3561 14.3561 10.26 0.0409011  3.43656 3.43656 3.43656 4.96296 4.96296 4.96296 3.43656 0.0120082  1.72944 1.72944 1.72944 4.58986 4.58986 4.58986 1.72944 0.0109346  3.09994 3.09994 3.09994 9.95073 9.95073 9.95073 3.1 0.558301  0 0 0 0 0 0 0 0 237.025
1 1999 TIME 1 974.021 974.021 249.358 1056.17  249.358  441.534 532.487  1738.05 1916.22  25.6908 25.6908 25.6908 36.4484 36.4484 36.4484 25.6908 0.104537  5.64159 5.64159 5.64159 8.28925 8.28925 8.28925 5.64159 0.0200362  3.66234 3.66234 3.66234 9.48085 9.48085 9.48085 3.66235 0.0231936  4.09992 4.09992 4.09992 12.5508 12.5508 12.5508 4.1 0.756401  0 0 0 0 0 0 0 0 249.358
1 2000 TIME 1 966.428 966.428 253.796 3112.97  253.796  438.77 527.658  2743.74 2920.48  20.2582 20.2582 20.2582 28.9694 28.9694 28.9694 20.2582 0.0827525  5.01952 5.01952 5.01952 7.43873 7.43873 7.43873 5.01952 0.0179314  2.64503 2.64503 2.64503 6.76281 6.76281 6.76281 2.64503 0.0169862  13.3997 13.3997 13.3997 40.3757 40.3757 40.3757 13.4 2.52284  0 0 0 0 0 0 0 0 253.796
1 2001 TIME 1 1285.79 1285.79 254.025 2273.95  254.025  591.613 694.18  3019.32 3224.41  30.1707 30.1707 30.1707 43.9833 43.9833 43.9833 30.1707 0.119366  3.58617 3.58617 3.58617 5.49523 5.49523 5.49523 3.58617 0.0122271  6.7143 6.7143 6.7143 20.0264 20.0264 20.0264 6.7143 0.0307959  17.4998 17.4998 17.4998 63.8635 63.8635 63.8635 17.5 2.17135  0 0 0 0 0 0 0 0 254.025
1 2002 TIME 1 1451.49 1451.49 308.924 1372.24  308.924  670.129 781.36  2740.96 2972.71  55.8151 55.8151 55.8151 83.1781 83.1781 83.1781 55.8152 0.204578  4.10974 4.10974 4.10974 6.46153 6.46153 6.46153 4.10974 0.0128572  16.4806 16.4806 16.4806 47.2651 47.2651 47.2651 16.4806 0.068768  23.6997 23.6997 23.6997 81.1627 81.1627 81.1627 23.7 2.77068  0 0 0 0 0 0 0 0 308.924
1 2003 TIME 1 1410.41 1410.41 353.288 1086.28  353.288  649.443 760.969  2370.88 2608.44  20.9658 20.9658 20.9658 31.2668 31.2668 31.2668 20.9658 0.0686486  4.08409 4.08409 4.08409 6.38636 6.38636 6.38636 4.08409 0.0115462  22.7879 22.7879 22.7879 60.1376 60.1376 60.1376 22.7879 0.0994863  13.6998 13.6998 13.6998 42.1333 42.1333 42.1333 13.7 1.75214  0 0 0 0 0 0 0 0 353.288
1 2004 TIME 1 1332.12 1332.12 373.032 808.793  373.032  610.34 721.781  2004.41 2239.56  24.2903 24.2903 24.2903 35.6005 35.6005 35.6005 24.2903 0.0718397  3.76522 3.76522 3.76522 5.44642 5.44642 5.44642 3.76522 0.0115258  0.712123 0.712123 0.712123 1.7669 1.7669 1.7669 0.712123 0.00331767  5.88599 5.88599 5.88599 16.8733 16.8733 16.8733 5.88607 0.820775  0 0 0 0 0 0 0 0 373.032
1 2005 TIME 1 1226.53 1226.53 370.208 944.928  370.208  558.1 668.428  1847.71 2075.58  21.8376 21.8376 21.8376 31.3209 31.3209 31.3209 21.8376 0.0617665  3.89841 3.89841 3.89841 5.50735 5.50735 5.50735 3.89841 0.0113794  2.03464 2.03464 2.03464 4.77703 4.77703 4.77703 2.03464 0.010448  3.75485 3.75485 3.75485 10.0919 10.0919 10.0919 3.75491 0.586919  0 0 0 0 0 0 0 0 370.208
1 2006 TIME 1 1145.47 1145.47 346.168 431.877  346.168  518.475 626.997  1485.1 1703.17  15.144 15.144 15.144 21.3339 21.3339 21.3339 15.144 0.0434618  2.67168 2.67168 2.67168 3.69771 3.69771 3.69771 2.67168 0.00786205  5.69698 5.69698 5.69698 13.3456 13.3456 13.3456 5.69698 0.0313767  7.61117 7.61117 7.61117 20.7058 20.7058 20.7058 7.6113 1.26622  0 0 0 0 0 0 0 0 346.168
1 2007 TIME 1 989.861 989.861 318.884 1494.67  318.884  444.369 545.492  1760.92 1959.89  19.1274 19.1274 19.1274 26.5508 26.5508 26.5508 19.1274 0.05851  2.9028 2.9028 2.9028 3.94669 3.94669 3.94669 2.9028 0.00904033  5.69698 5.69698 5.69698 12.4507 12.4507 12.4507 5.69698 0.0371124  7.50966 7.50966 7.50966 18.4866 18.4866 18.4866 7.50982 1.51914  0 0 0 0 0 0 0 0 318.884
1 2008 TIME 1 1017 1017 277.732 1827.47  277.732  458.394 558.604  2119.12 2311.81  22.912 22.912 22.912 31.6909 31.6909 31.6909 22.912 0.0768092  3.47986 3.47986 3.47986 4.7073 4.7073 4.7073 3.47986 0.011794  5.69698 5.69698 5.69698 14.3613 14.3613 14.3613 5.69698 0.0347859  7.50968 7.50968 7.50968 22.876 22.876 22.876 7.50982 1.32772  0 0 0 0 0 0 0 0 277.732
1 2009 TIME 1 1113.92 1113.92 265.763 3523.82  265.763  505.937 607.982  3212.41 3410.68  21.5039 21.5039 21.5039 30.167 30.167 30.167 21.5039 0.0773168  4.77372 4.77372 4.77372 6.5502 6.5502 6.5502 4.77373 0.0172929  5.49352 5.49352 5.49352 14.9037 14.9037 14.9037 5.49352 0.029904  7.40822 7.40822 7.40822 24.3194 24.3194 24.3194 7.40833 1.13965  0 0 0 0 0 0 0 0 265.763
1 2010 TIME 1 1490.64 1490.64 282.466 1854.81  282.466  686.305 804.333  3139.67 3375.06  19.1322 19.1322 19.1322 27.817 27.817 27.817 19.1322 0.0672391  7.37182 7.37182 7.37182 10.5198 10.5198 10.5198 7.37182 0.0261851  5.49352 5.49352 5.49352 16.5332 16.5332 16.5332 5.49352 0.0214636  7.40825 7.40825 7.40825 27.1968 27.1968 27.1968 7.40833 0.781576  0 0 0 0 0 0 0 0 282.466
1 2011 TIME 1 1586.83 1586.83 362.243 487.367  362.243  731.168 855.659  2402.46 2663  21.7027 21.7027 21.7027 32.2667 32.2667 32.2667 21.7027 0.0676513  5.91383 5.91383 5.91383 8.65497 8.65497 8.65497 5.91383 0.0188317  5.49352 5.49352 5.49352 15.1448 15.1448 15.1448 5.49352 0.0208163  7.40825 7.40825 7.40825 24.0511 24.0511 24.0511 7.40833 0.80532  0 0 0 0 0 0 0 0 362.243
1 2012 TIME 1 1423.57 1423.57 415.182 446.98  415.182  651.178 772.392  1868.59 2125.5  19.8596 19.8596 19.8596 29.2181 29.2181 29.2181 19.8596 0.0546401  6.22487 6.22487 6.22487 9.02188 9.02188 9.02188 6.22488 0.0176562  5.49352 5.49352 5.49352 13.0537 13.0537 13.0537 5.49352 0.0242874  7.30675 7.30675 7.30675 19.3651 19.3651 19.3651 7.30685 0.994593  0 0 0 0 0 0 0 0 415.182
1 2013 TIME 1 1231.85 1231.85 403.169 996.071  403.169  558.01 673.837  1774.46 2012.98  22.8339 22.8339 22.8339 32.6877 32.6877 32.6877 22.8339 0.0600316  8.26251 8.26251 8.26251 11.6376 11.6376 11.6376 8.26251 0.022412  5.39179 5.39179 5.39179 11.7647 11.7647 11.7647 5.39179 0.0282265  7.20525 7.20525 7.20525 17.3829 17.3829 17.3829 7.20536 1.18389  0 0 0 0 0 0 0 0 403.169
1 2014 TIME 1 1131.9 1131.9 354.513 1432.98  354.513  509.964 621.938  1926.36 2148.06  16.0608 16.0608 16.0608 22.4418 22.4418 22.4418 16.0609 0.0438764  4.75163 4.75163 4.75163 6.51774 6.51774 6.51774 4.75163 0.0133015  5.39179 5.39179 5.39179 12.3184 12.3184 12.3184 5.39179 0.0302621  7.20524 7.20524 7.20524 19.194 19.194 19.194 7.20536 1.22556  0 0 0 0 0 0 0 0 354.513
1 2015 FORE 1 1131.28 1131.28 315.975 1412.6  315.975  510.303 620.981  2027.28 2241.97  113.596 113.596 113.596 157.709 157.709 157.709  _ 0.378024  33.9002 33.9002 33.9002 46.1166 46.1166 46.1166  _ 0.114601  42.9857 42.9857 42.9857 107.576 107.576 107.576  _ 0.260728  59.7341 59.7341 59.7341 179.306 179.306 179.306  _ 10.559  0 0 0 0 0 0  _ 0 315.975
1 2016 FORE 1 967.528 967.528 238.775 1355.27  238.775  438.026 529.502  1906.66 2084.99  83.6009 83.6009 83.6009 117.984 117.984 117.984  _ 0.378024  25.0279 25.0279 25.0279 34.6109 34.6109 34.6109  _ 0.114601  37.7578 37.7578 37.7578 100.998 100.998 100.998  _ 0.260728  53.5974 53.5974 53.5974 172.36 172.36 172.36  _ 10.559  0 0 0 0 0 0  _ 0 238.775
1 2017 FORE 1 875.068 875.068 201.447 1314.82  201.447  398.764 476.304  1826.15 1980.57  66.8941 66.8941 66.8941 96.8997 96.8997 96.8997  _ 0.378024  19.9366 19.9366 19.9366 28.3648 28.3648 28.3648  _ 0.114601  34.7331 34.7331 34.7331 96.1512 96.1512 96.1512  _ 0.260728  49.7397 49.7397 49.7397 165.106 165.106 165.106  _ 10.559  0 0 0 0 0 0  _ 0 201.447
1 2018 FORE 1 821.501 821.501 183.614 1290.88  183.614  376.563 444.938  1771.96 1911.51  58.4662 58.4662 58.4662 86.5003 86.5003 86.5003  _ 0.378024  17.2824 17.2824 17.2824 25.2054 25.2054 25.2054  _ 0.114601  32.906 32.906 32.906 92.6122 92.6122 92.6122  _ 0.260728  47.3132 47.3132 47.3132 159.425 159.425 159.425  _ 10.559  0 0 0 0 0 0  _ 0 183.614
1 2019 FORE 1 788.565 788.565 174.04 1276.44  174.04  362.937 425.628  1734.75 1865.19  54.1688 54.1688 54.1688 81.1144 81.1144 81.1144  _ 0.378024  15.9015 15.9015 15.9015 23.5471 23.5471 23.5471  _ 0.114601  31.7375 31.7375 31.7375 90.098 90.098 90.098  _ 0.260728  45.7466 45.7466 45.7466 155.426 155.426 155.426  _ 10.559  0 0 0 0 0 0  _ 0 174.04
1 2020 FORE 1 766.937 766.937 167.982 1266.64  167.982  353.867 413.071  1708.53 1833.26  51.7164 51.7164 51.7164 77.9083 77.9083 77.9083  _ 0.378024  15.1184 15.1184 15.1184 22.5673 22.5673 22.5673  _ 0.114601  30.951 30.951 30.951 88.3328 88.3328 88.3328  _ 0.260728  44.696 44.696 44.696 152.681 152.681 152.681  _ 10.559  0 0 0 0 0 0  _ 0 167.982
1 2021 FORE 1 752.004 752.004 163.731 1259.43  163.731  347.498 404.505  1689.66 1810.65  50.1192 50.1192 50.1192 75.7428 75.7428 75.7428  _ 0.378024  14.6198 14.6198 14.6198 21.9168 21.9168 21.9168  _ 0.114601  30.4015 30.4015 30.4015 87.0828 87.0828 87.0828  _ 0.260728  43.9646 43.9646 43.9646 150.76 150.76 150.76  _ 10.559  0 0 0 0 0 0  _ 0 163.731
1 2022 FORE 1 741.396 741.396 160.652 1254.02  160.652  342.917 398.48  1675.92 1794.35  48.9968 48.9968 48.9968 74.1936 74.1936 74.1936  _ 0.378024  14.2769 14.2769 14.2769 21.4579 21.4579 21.4579  _ 0.114601  30.0092 30.0092 30.0092 86.1847 86.1847 86.1847  _ 0.260728  43.4424 43.4424 43.4424 149.381 149.381 149.381  _ 10.559  0 0 0 0 0 0  _ 0 160.652
1 2023 FORE 1 733.752 733.752 158.412 1249.99  158.412  339.589 394.164  1665.87 1782.51  48.1674 48.1674 48.1674 73.0398 73.0398 73.0398  _ 0.37785  14.0267 14.0267 14.0267 21.1188 21.1188 21.1188  _ 0.114549  29.7134 29.7134 29.7134 85.4965 85.4965 85.4965  _ 0.260608  43.0465 43.0465 43.0465 148.313 148.313 148.313  _ 10.5542  0 0 0 0 0 0  _ 0 158.412
1 2024 FORE 1 728.256 728.256 156.8 1247.03  156.8  337.185 391.071  1658.56 1773.94  47.439 47.439 47.439 72.0076 72.0076 72.0076  _ 0.376537  13.8094 13.8094 13.8094 20.817 20.817 20.817  _ 0.114151  29.4162 29.4162 29.4162 84.7542 84.7542 84.7542  _ 0.259703  42.6384 42.6384 42.6384 147.112 147.112 147.112  _ 10.5175  0 0 0 0 0 0  _ 0 156.8
