Area Yr Era Seas Bio_all Bio_smry SpawnBio Recruit_0  Spbio_GP:1 SmryBio_SX:1_GP:1 SmryBio_SX:2_GP:1 SmryNum_SX:1_GP:1 SmryNum_SX:2_GP:1 sel(B):_1 dead(B):_1 retain(B):_1 sel(N):_1 dead(N):_1 retain(N):_1 obs_cat:_1 F:_1 sel(B):_2 dead(B):_2 retain(B):_2 sel(N):_2 dead(N):_2 retain(N):_2 obs_cat:_2 F:_2 sel(B):_3 dead(B):_3 retain(B):_3 sel(N):_3 dead(N):_3 retain(N):_3 obs_cat:_3 F:_3 sel(B):_4 dead(B):_4 retain(B):_4 sel(N):_4 dead(N):_4 retain(N):_4 obs_cat:_4 F:_4 sel(B):_5 dead(B):_5 retain(B):_5 sel(N):_5 dead(N):_5 retain(N):_5 obs_cat:_5 F:_5 SPB_vir_LH
1 1944 TIME 1 1403.93 1403.93 388.839 1448.1  388.839  635.654 768.275  2379.34 2640.02  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  2.64503 2.64503 2.64503 6.53838 6.53838 6.53838 2.64503 0.011587  2.69996 2.69996 2.69996 7.8631 7.8631 7.8631 2.7 0.349742  0 0 0 0 0 0 0 0 388.839
1 1945 TIME 1 1402.97 1402.97 388.49 1447.96  388.49  635.24 767.726  2378.49 2638.93  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  2.95022 2.95022 2.95022 7.29394 7.29394 7.29394 2.95022 0.0129348  2.89996 2.89996 2.89996 8.44703 8.44703 8.44703 2.9 0.375946  0 0 0 0 0 0 0 0 388.49
1 1946 TIME 1 1401.7 1401.7 388.053 1447.78  388.053  634.691 767.01  2377.3 2637.44  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  3.76408 3.76408 3.76408 9.30732 9.30732 9.30732 3.76408 0.0165277  3.69995 3.69995 3.69995 10.7789 10.7789 10.7789 3.7 0.480351  0 0 0 0 0 0 0 0 388.053
1 1947 TIME 1 1399.09 1399.09 387.188 1447.43  387.188  633.539 765.548  2374.63 2634.18  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  4.171 4.171 4.171 10.3163 10.3163 10.3163 4.17101 0.018354  4.19995 4.19995 4.19995 12.2399 12.2399 12.2399 4.2 0.546374  0 0 0 0 0 0 0 0 387.188
1 1948 TIME 1 1396.03 1396.03 386.146 1447  386.146  632.196 763.838  2371.61 2630.46  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  4.67966 4.67966 4.67966 11.5787 11.5787 11.5787 4.67967 0.0206426  4.59994 4.59994 4.59994 13.4119 13.4119 13.4119 4.6 0.599782  0 0 0 0 0 0 0 0 386.146
1 1949 TIME 1 1392.64 1392.64 384.969 1446.52  384.969  630.71 761.933  2368.34 2626.39  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  4.88313 4.88313 4.88313 12.0878 12.0878 12.0878 4.88313 0.0215924  4.69994 4.69994 4.69994 13.7113 13.7113 13.7113 4.7 0.614197  0 0 0 0 0 0 0 0 384.969
1 1950 TIME 1 1389.59 1389.59 383.879 1446.07  383.879  629.381 760.205  2365.52 2622.83  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  4.88313 4.88313 4.88313 12.0938 12.0938 12.0938 4.88313 0.0216371  4.69994 4.69994 4.69994 13.7193 13.7193 13.7193 4.7 0.615362  0 0 0 0 0 0 0 0 383.879
1 1951 TIME 1 1387.12 1387.12 382.982 1445.69  382.982  628.321 758.796  2363.35 2620.05  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  5.59525 5.59525 5.59525 13.863 13.863 13.863 5.59525 0.0248479  5.39993 5.39993 5.39993 15.7696 15.7696 15.7696 5.4 0.708502  0 0 0 0 0 0 0 0 382.982
1 1952 TIME 1 1383.75 1383.75 381.826 1445.21  381.826  626.859 756.892  2360.15 2616.04  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  5.90045 5.90045 5.90045 14.626 14.626 14.626 5.90045 0.0262711  5.79992 5.79992 5.79992 16.9472 16.9472 16.9472 5.8 0.762828  0 0 0 0 0 0 0 0 381.826
1 1953 TIME 1 1380.32 1380.32 380.634 1444.71  380.634  625.369 754.947  2356.91 2611.97  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  5.90045 5.90045 5.90045 14.6336 14.6336 14.6336 5.90045 0.0263329  5.79992 5.79992 5.79992 16.9578 16.9578 16.9578 5.8 0.764477  0 0 0 0 0 0 0 0 380.634
1 1954 TIME 1 1377.53 1377.53 379.636 1444.29  379.636  624.174 753.356  2354.44 2608.8  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  6.10391 6.10391 6.10391 15.1454 15.1454 15.1454 6.10391 0.0272982  6.09992 6.09992 6.09992 17.8445 17.8445 17.8445 6.1 0.805583  0 0 0 0 0 0 0 0 379.636
1 1955 TIME 1 1374.8 1374.8 378.672 1443.88  378.672  623.002 751.794  2351.98 2605.64  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  6.10391 6.10391 6.10391 15.1525 15.1525 15.1525 6.10391 0.027348  5.99992 5.99992 5.99992 17.5614 17.5614 17.5614 6 0.793698  0 0 0 0 0 0 0 0 378.672
1 1956 TIME 1 1372.7 1372.7 377.915 1443.55  377.915  622.116 750.584  2350.2 2603.31  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  6.30737 6.30737 6.30737 15.6637 15.6637 15.6637 6.30738 0.0283032  6.09992 6.09992 6.09992 17.8619 17.8619 17.8619 6.1 0.808073  0 0 0 0 0 0 0 0 377.915
1 1957 TIME 1 1370.74 1370.74 377.221 1443.26  377.221  621.287 749.453  2348.5 2601.1  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  6.51084 6.51084 6.51084 16.1745 16.1745 16.1745 6.51084 0.0292614  6.39992 6.39992 6.39992 18.7475 18.7475 18.7475 6.4 0.849034  0 0 0 0 0 0 0 0 377.221
1 1958 TIME 1 1368.67 1368.67 376.508 1442.95  376.508  620.406 748.267  2346.63 2598.69  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  6.30737 6.30737 6.30737 15.6746 15.6746 15.6746 6.30738 0.0283825  6.19992 6.19992 6.19992 18.1691 18.1691 18.1691 6.2 0.823434  0 0 0 0 0 0 0 0 376.508
1 1959 TIME 1 1367.41 1367.41 376.044 1442.75  376.044  619.883 747.525  2345.63 2597.33  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  6.30737 6.30737 6.30737 15.6789 15.6789 15.6789 6.30738 0.0284067  6.19992 6.19992 6.19992 18.1745 18.1745 18.1745 6.2 0.82407  0 0 0 0 0 0 0 0 376.044
1 1960 TIME 1 1366.41 1366.41 375.686 1442.6  375.686  619.476 746.938  2344.86 2596.27  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  6.51084 6.51084 6.51084 16.188 16.188 16.188 6.51084 0.0293476  6.39991 6.39991 6.39991 18.7648 18.7648 18.7648 6.4 0.851319  0 0 0 0 0 0 0 0 375.686
1 1961 TIME 1 1365.24 1365.24 375.287 1442.42  375.287  618.982 746.256  2343.81 2594.9  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  6.61257 6.61257 6.61257 16.4441 16.4441 16.4441 6.61257 0.0298328  6.49991 6.49991 6.49991 19.0622 19.0622 19.0622 6.5 0.865338  0 0 0 0 0 0 0 0 375.287
1 1962 TIME 1 1364.09 1364.09 374.896 1442.26  374.896  618.498 745.595  2342.78 2593.57  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  6.81603 6.81603 6.81603 16.9531 16.9531 16.9531 6.81603 0.0307801  6.69991 6.69991 6.69991 19.6528 19.6528 19.6528 6.7 0.892762  0 0 0 0 0 0 0 0 374.896
1 1963 TIME 1 1362.78 1362.78 374.448 1442.06  374.448  617.934 744.842  2341.55 2592  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  7.12123 7.12123 7.12123 17.7154 17.7154 17.7154 7.12123 0.0321971  7.09991 7.09991 7.09991 20.8305 20.8305 20.8305 7.1 0.947145  0 0 0 0 0 0 0 0 374.448
1 1964 TIME 1 1361.01 1361.01 373.854 1441.8  373.854  617.166 743.84  2339.81 2589.84  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  7.52815 7.52815 7.52815 18.7319 18.7319 18.7319 7.52816 0.034089  7.3999 7.3999 7.3999 21.7166 21.7166 21.7166 7.4 0.988588  0 0 0 0 0 0 0 0 373.854
1 1965 TIME 1 1358.86 1358.86 373.126 1441.49  373.126  616.232 742.633  2337.72 2587.23  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  7.83335 7.83335 7.83335 19.497 19.497 19.497 7.83335 0.0355314  7.5999 7.5999 7.5999 22.3115 22.3115 22.3115 7.6 1.01692  0 0 0 0 0 0 0 0 373.126
1 1966 TIME 1 1356.62 1356.62 372.348 1441.15  372.348  615.255 741.365  2335.57 2584.55  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  8.13855 8.13855 8.13855 20.263 20.263 20.263 8.13855 0.0369846  7.99989 7.99989 7.99989 23.4946 23.4946 23.4946 8 1.07232  0 0 0 0 0 0 0 0 372.348
1 1967 TIME 1 1354.09 1354.09 371.475 1440.76  371.475  614.152 739.938  2333.13 2581.51  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  8.13855 8.13855 8.13855 20.2707 20.2707 20.2707 8.13855 0.0370501  7.99989 7.99989 7.99989 23.5053 23.5053 23.5053 8 1.07406  0 0 0 0 0 0 0 0 371.475
1 1968 TIME 1 1352.03 1352.03 370.737 1440.44  370.737  613.262 738.765  2331.26 2579.12  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  7.52815 7.52815 7.52815 18.7579 18.7579 18.7579 7.52816 0.0343032  7.3999 7.3999 7.3999 21.7526 21.7526 21.7526 7.4 0.994293  0 0 0 0 0 0 0 0 370.737
1 1969 TIME 1 1351.56 1351.56 370.509 1440.33  370.509  613.089 738.469  2331.15 2578.84  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  8.13854 8.13854 8.13854 20.2824 20.2824 20.2824 8.13855 0.037114  7.99989 7.99989 7.99989 23.5199 23.5199 23.5199 8 1.07574  0 0 0 0 0 0 0 0 370.509
1 1970 TIME 1 1350.04 1350.04 370.004 1440.11  370.004  612.438 737.602  2329.7 2577.01  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  8.74894 8.74894 8.74894 21.8075 21.8075 21.8075 8.74894 0.0399621  8.69988 8.69988 8.69988 25.5832 25.5832 25.5832 8.7 1.17169  0 0 0 0 0 0 0 0 370.004
1 1971 TIME 1 1347.51 1347.51 369.173 1439.74  369.173  611.33 736.177  2327.14 2573.85  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  8.85067 8.85067 8.85067 22.0682 22.0682 22.0682 8.85067 0.0405012  8.69988 8.69988 8.69988 25.5937 25.5937 25.5937 8.7 1.17369  0 0 0 0 0 0 0 0 369.173
1 1972 TIME 1 1345.32 1345.32 368.411 1439.4  368.411  610.382 734.941  2325.07 2571.26  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  9.76625 9.76625 9.76625 24.3582 24.3582 24.3582 9.76626 0.0447937  9.59987 9.59987 9.59987 28.2509 28.2509 28.2509 9.6 1.29794  0 0 0 0 0 0 0 0 368.411
1 1973 TIME 1 1341.76 1341.76 367.215 1438.87  367.215  608.815 732.942  2321.47 2566.84  0 0 0 0 0 0 0 0  1.60607 1.60607 1.60607 2.33731 2.33731 2.33731 1.60607 0.00381709  10.5801 10.5801 10.5801 26.4025 26.4025 26.4025 10.5801 0.0487042  10.2999 10.2999 10.2999 30.3313 30.3313 30.3313 10.3 1.39738  0 0 0 0 0 0 0 0 367.215
1 1974 TIME 1 1336.2 1336.2 365.26 1437.98  365.26  606.356 729.847  2316.05 2560.22  0 0 0 0 0 0 0 0  2.15027 2.15027 2.15027 3.13031 3.13031 3.13031 2.15027 0.00514094  10.5801 10.5801 10.5801 26.426 26.426 26.426 10.5801 0.0489087  10.4999 10.4999 10.4999 30.9536 30.9536 30.9536 10.5 1.43001  0 0 0 0 0 0 0 0 365.26
1 1975 TIME 1 1331.08 1331.08 363.396 1437.13  363.396  604.105 726.974  2311.29 2554.32  0 0 0 0 0 0 0 0  2.37407 2.37407 2.37407 3.45755 3.45755 3.45755 2.37407 0.00570992  10.987 10.987 10.987 27.4671 27.4671 27.4671 10.987 0.0509926  10.7999 10.7999 10.7999 31.8711 31.8711 31.8711 10.8 1.47629  0 0 0 0 0 0 0 0 363.396
1 1976 TIME 1 1326.09 1326.09 361.595 1436.31  361.595  601.924 724.163  2306.68 2548.57  0 0 0 0 0 0 0 0  5.1074 5.1074 5.1074 7.44243 7.44243 7.44243 5.1074 0.0123648  10.5801 10.5801 10.5801 26.4795 26.4795 26.4795 10.5801 0.0493042  10.4999 10.4999 10.4999 31.0258 31.0258 31.0258 10.5 1.44057  0 0 0 0 0 0 0 0 361.595
1 1977 TIME 1 1320.83 1320.83 359.579 1435.37  359.579  599.624 721.211  2302.17 2542.94  0 0 0 0 0 0 0 0  4.29935 4.29935 4.29935 6.26902 6.26902 6.26902 4.29936 0.0104706  10.4784 10.4784 10.4784 26.2534 26.2534 26.2534 10.4784 0.0489919  10.2999 10.2999 10.2999 30.4714 30.4714 30.4714 10.3 1.41734  0 0 0 0 0 0 0 0 359.579
1 1978 TIME 1 1317.53 1317.53 358.327 1434.79  358.327  598.213 719.318  2299.48 2539.44  0 0 0 0 0 0 0 0  10.7225 10.7225 10.7225 15.6469 15.6469 15.6469 10.7225 0.0263242  11.394 11.394 11.394 28.5813 28.5813 28.5813 11.394 0.0535431  11.1998 11.1998 11.1998 33.1766 33.1766 33.1766 11.2 1.54844  0 0 0 0 0 0 0 0 358.327
1 1979 TIME 1 1308.64 1308.64 355.018 1433.22  355.018  594.265 714.377  2291.31 2529.51  0 0 0 0 0 0 0 0  7.64055 7.64055 7.64055 11.1593 11.1593 11.1593 7.64055 0.0189317  11.8009 11.8009 11.8009 29.6456 29.6456 29.6456 11.8009 0.0557757  11.5998 11.5998 11.5998 34.4191 34.4191 34.4191 11.6 1.61222  0 0 0 0 0 0 0 0 355.018
1 1980 TIME 1 1302.85 1302.85 352.967 1285.59  352.967  591.748 711.101  2212.62 2449.48  0 0 0 0 0 0 0 0  5.23191 5.23191 5.23191 7.64574 7.64574 7.64574 5.23191 0.0130771  21.1602 21.1602 21.1602 53.2004 53.2004 53.2004 21.1602 0.100682  10.1999 10.1999 10.1999 30.2916 30.2916 30.2916 10.2 1.42679  0 0 0 0 0 0 0 0 352.967
1 1981 TIME 1 1268.86 1268.86 349.579 1434.79  349.579  575.927 692.934  2226.25 2458.55  0 0 0 0 0 0 0 0  7.74696 7.74696 7.74696 11.3067 11.3067 11.3067 7.74696 0.0195943  6.61257 6.61257 6.61257 16.4233 16.4233 16.4233 6.61257 0.0323891  18.5997 18.5997 18.5997 54.314 54.314 54.314 18.6 2.69436  0 0 0 0 0 0 0 0 349.579
1 1982 TIME 1 1264.52 1264.52 343.221 990.954  343.221  574.2 690.323  2017.34 2247.37  0 0 0 0 0 0 0 0  5.30331 5.30331 5.30331 7.73905 7.73905 7.73905 5.30331 0.0134989  4.67966 4.67966 4.67966 11.7667 11.7667 11.7667 4.67967 0.0227859  9.79986 9.79986 9.79986 29.1627 29.1627 29.1627 9.8 1.40121  0 0 0 0 0 0 0 0 343.221
