Area Yr Era Seas Bio_all Bio_smry SpawnBio Recruit_0  SpawnBio_GP:1 SmryBio_SX:1_GP:1 SmryBio_SX:2_GP:1 SmryNum_SX:1_GP:1 SmryNum_SX:2_GP:1 sel(B):_1 dead(B):_1 retain(B):_1 sel(N):_1 dead(N):_1 retain(N):_1 obs_cat:_1 F:_1 sel(B):_2 dead(B):_2 retain(B):_2 sel(N):_2 dead(N):_2 retain(N):_2 obs_cat:_2 F:_2 sel(B):_3 dead(B):_3 retain(B):_3 sel(N):_3 dead(N):_3 retain(N):_3 obs_cat:_3 F:_3 sel(B):_4 dead(B):_4 retain(B):_4 sel(N):_4 dead(N):_4 retain(N):_4 obs_cat:_4 F:_4 sel(B):_5 dead(B):_5 retain(B):_5 sel(N):_5 dead(N):_5 retain(N):_5 obs_cat:_5 F:_5 SSB_vir_LH ABC_buffer
1 1887 VIRG 1 36617.4 32693 17159.8 16734.6  17159.8  18733.2 13959.8  6994.5 7129.53 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  17159.8 NA
1 1888 INIT 1 36617.4 32693 17159.8 16734.6  17159.8  18733.2 13959.8  6994.5 7129.53  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 17159.8 NA
1 1889 TIME 1 36617.4 32693 17159.8 16734.6  17159.8  18733.2 13959.8  6994.5 7129.53  1.56488 1.55532 1.54577 0.365216 0.361035 0.356853 1.54577 9.97381e-05  115.233 113.189 113.035 37.3652 36.2331 36.1479 113.035 0.00426912  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 17159.8 NA
1 1890 TIME 1 36518 32593.7 17099.3 16730.9  17099.3  18671.8 13922  6979.67 7115.11  3.1298 3.11068 3.09155 0.730932 0.722553 0.714173 3.09155 0.000200245  123.091 120.905 120.74 39.9458 38.7343 38.6431 120.74 0.00457531  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 17099.3 NA
1 1891 TIME 1 36429.8 32505.8 17043.7 16727.5  17043.7  18616 13889.7  6968.68 7104.36  4.69477 4.66605 4.63732 1.09737 1.08477 1.07217 4.63732 0.000301478  130.123 127.809 127.635 42.269 40.9857 40.8891 127.635 0.00485109  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 17043.7 NA
1 1892 TIME 1 36353.1 32429.9 16994.7 16724.5  16994.7  18566.9 13863  6960.35 7096.23  6.25982 6.22146 6.1831 1.46473 1.44789 1.43105 6.1831 0.000403606  177.899 174.732 174.494 57.8514 56.0933 55.961 174.494 0.00665339  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 16994.7 NA
1 1893 TIME 1 36251.8 32329.4 16930.8 16720.5  16930.8  18502.3 13827.1  6948.07 7084.24  5.42889 5.39557 5.36225 1.27175 1.25711 1.24247 5.36225 0.000351347  151.57 148.868 148.665 49.3439 47.843 47.73 148.665 0.00568479  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 16930.8 NA
1 1894 TIME 1 36195.5 32273.8 16893.9 16718.3  16893.9  18465.3 13808.6  6942.9 7079.09  4.59792 4.56966 4.54141 1.07809 1.06567 1.05325 4.54141 0.000298224  130.557 128.227 128.052 42.5369 41.2424 41.145 128.052 0.00490386  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 16893.9 NA
1 1895 TIME 1 36171.5 32250.6 16877.4 16717.2  16877.4  18448.7 13802  6941.84 7077.95  3.7669 3.74373 3.72056 0.883867 0.873677 0.863487 3.72056 0.000244697  149.361 146.694 146.493 48.69 47.2079 47.0964 146.493 0.00561577  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 16877.4 NA
1 1896 TIME 1 36139.1 32218.7 16856.6 16715.9  16856.6  18427.4 13791.3  6938.26 7074.35  3.82792 3.80436 3.78079 0.898767 0.888399 0.878031 3.78079 0.000249179  191.558 188.135 187.878 62.4794 60.5768 60.4336 187.878 0.00721404  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 16856.6 NA
