Area Yr Era Seas Bio_all Bio_smry SpawnBio Recruit_0  SpawnBio_GP:1 SmryBio_SX:1_GP:1 SmryBio_SX:2_GP:1 SmryNum_SX:1_GP:1 SmryNum_SX:2_GP:1 sel(B):_1 dead(B):_1 retain(B):_1 sel(N):_1 dead(N):_1 retain(N):_1 obs_cat:_1 F:_1 sel(B):_2 dead(B):_2 retain(B):_2 sel(N):_2 dead(N):_2 retain(N):_2 obs_cat:_2 F:_2 sel(B):_3 dead(B):_3 retain(B):_3 sel(N):_3 dead(N):_3 retain(N):_3 obs_cat:_3 F:_3 SSB_vir_LH ABC_buffer
1 1944 TIME 1 231729 219698 88490.8 8436.82  88490.8  106757 112941  45743.2 64740  1493.31 1487.17 1485.58 739.899 735.388 733.867 1485.58 0.0244781  0 0 0 0 0 0 0 0  3005.2 3002.28 2998.92 2238.18 2230.58 2219.7 2998.92 0.0599358 88490.8 NA
1 1945 TIME 1 225805 213876 86382.8 9173.28  86382.8  103846 110031  44308 62890.6  1699.66 1692.75 1690.96 838.774 833.725 831.965 1690.96 0.0284437  0 0 0 0 0 0 0 0  2732.02 2729.28 2726.11 2049.79 2042.66 2032.23 2726.11 0.0556395 86382.8 NA
1 1946 TIME 1 220201 207920 84072.2 8036.47  84072.2  100803 107117  42880.6 61101.5  2796.66 2785.43 2782.52 1373.85 1365.64 1362.85 2782.52 0.048521  0 0 0 0 0 0 0 0  1676.23 1674.41 1672.34 1285.16 1280.38 1273.79 1672.34 0.0344276 84072.2 NA
1 1947 TIME 1 214666 202028 81397.8 8430.11  81397.8  97547.1 104481  41474.3 59575.2  1798.88 1733.09 1716.51 882.916 837.012 824.55 1716.51 0.0322772  0 0 0 0 0 0 0 0  647.442 581.993 516.309 496.436 394.56 291.003 516.309 0.0133792 81397.8 NA
1 1948 TIME 1 211623 198523 79776.1 8133.39  79776.1  95728.8 102794  40797.6 58686.3  1978.18 1905.27 1886.9 973.379 922.292 908.449 1886.9 0.0363438  0 0 0 0 0 0 0 0  1187.75 1066.91 945.646 916.291 727.563 535.833 945.646 0.0246417 79776.1 NA
1 1949 TIME 1 208171 195683 78138.8 9241.07  78138.8  94256 101427  40410.9 58112.5  2084.11 2006.19 1986.53 1031.27 976.364 961.336 1986.53 0.0389086  0 0 0 0 0 0 0 0  1235.8 1109.68 983.059 954.139 757.155 556.576 983.059 0.0262575 78138.8 NA
1 1950 TIME 1 205059 192187 76595.5 10081  76595.5  92427.1 99760.1  39662 57180.4  1704.25 1639.97 1623.74 846.616 801.198 788.672 1623.74 0.0320448  0 0 0 0 0 0 0 0  1289.94 1153.5 1016.48 1017.05 799.672 578.186 1016.48 0.0274285 76595.5 NA
1 1951 TIME 1 202939 189512 75366.8 9833.75  75366.8  91111.6 98400.1  39191.7 56477.3  2365.08 2275.59 2253 1176.52 1113.2 1095.77 2253 0.04502  0 0 0 0 0 0 0 0  2591.61 2302.29 2011.83 2094.39 1627.95 1153.42 2011.83 0.0550251 75366.8 NA
1 1952 TIME 1 199603 185189 73531.2 12292.9  73531.2  88836.1 96353  38219.5 55306  1551.53 1492.7 1477.81 772.87 731.188 719.442 1477.81 0.029763  0 0 0 0 0 0 0 0  1511.22 1337.59 1163.16 1235.13 958.48 676.092 1163.16 0.0316514 73531.2 NA
1 1953 TIME 1 199096 183489 72658 9740.28  72658  88076.8 95412.4  38084 54931  1013.7 974.98 965.208 506.063 478.499 470.926 965.208 0.0193243  0 0 0 0 0 0 0 0  917.282 804.644 691.617 778.924 594.1 406.512 691.617 0.0186506 72658 NA
