Area Yr Era Seas Bio_all Bio_smry SpawnBio Recruit_0  Spbio_GP:1 SmryBio_SX:1_GP:1 SmryBio_SX:2_GP:1 SmryNum_SX:1_GP:1 SmryNum_SX:2_GP:1 sel(B):_1 dead(B):_1 retain(B):_1 sel(N):_1 dead(N):_1 retain(N):_1 obs_cat:_1 F:_1 sel(B):_2 dead(B):_2 retain(B):_2 sel(N):_2 dead(N):_2 retain(N):_2 obs_cat:_2 F:_2 SPB_vir_LH
1 1924 TIME 1 6112.34 6112.34 2625.77 779.723  2625.77  3295.21 2817.13  11179.6 10560.3  0.0588352 0.0588352 0.0521178 0.14972 0.14972 0.119155 0.0521177 1.08318e-005  0 0 0 0 0 0 0 0 2625.77
1 1925 TIME 1 6113.48 6113.48 2625.8 780.089  2625.8  3295.8 2817.69  11185.1 10565.6  0.0696292 0.0696292 0.0616746 0.177216 0.177216 0.141008 0.0616746 1.28178e-005  0 0 0 0 0 0 0 0 2625.8
1 1926 TIME 1 6114.77 6114.77 2625.88 780.381  2625.88  3296.46 2818.31  11190.5 10571  0.111154 0.111154 0.098447 0.282949 0.282949 0.225093 0.0984469 2.04594e-005  0 0 0 0 0 0 0 0 2625.88
1 1927 TIME 1 6116.16 6116.16 2626 780.695  2626  3297.17 2818.99  11195.8 10576.2  0.0891787 0.0891787 0.0789767 0.227049 0.227049 0.180587 0.0789766 1.6412e-005  0 0 0 0 0 0 0 0 2626
1 1928 TIME 1 6117.72 6117.72 2626.19 780.987  2626.19  3297.97 2819.75  11201.1 10581.4  0.121157 0.121157 0.107287 0.308519 0.308519 0.24534 0.107287 2.22929e-005  0 0 0 0 0 0 0 0 2626.19
1 1929 TIME 1 6119.39 6119.39 2626.46 781.254  2626.46  3298.83 2820.56  11206.3 10586.5  0.145272 0.145272 0.12863 0.369988 0.369988 0.294173 0.12863 2.67243e-005  0 0 0 0 0 0 0 0 2626.46
1 1930 TIME 1 6121.15 6121.15 2626.8 781.459  2626.8  3299.74 2821.41  11211.4 10591.5  0.156092 0.156092 0.138201 0.39761 0.39761 0.316092 0.138201 2.8708e-005  0 0 0 0 0 0 0 0 2626.8
1 1931 TIME 1 6123.02 6123.02 2627.22 781.67  2627.22  3300.71 2822.31  11216.4 10596.4  0.16181 0.16181 0.143254 0.412237 0.412237 0.327682 0.143254 2.97518e-005  0 0 0 0 0 0 0 0 2627.22
1 1932 TIME 1 6124.98 6124.98 2627.72 781.984  2627.72  3301.73 2823.26  11221.4 10601.3  0.190814 0.190814 0.168921 0.486196 0.486196 0.386433 0.168921 3.50746e-005  0 0 0 0 0 0 0 0 2627.72
1 1933 TIME 1 6127.01 6127.01 2628.28 782.374  2628.28  3302.78 2824.23  11226.4 10606.1  0.261371 0.261371 0.231371 0.666064 0.666064 0.529352 0.231371 4.80299e-005  0 0 0 0 0 0 0 0 2628.28
1 1934 TIME 1 6129.06 6129.06 2628.89 782.979  2628.89  3303.84 2825.22  11231.4 10611  0.199016 0.199016 0.176166 0.50722 0.50722 0.403086 0.176166 3.65599e-005  0 0 0 0 0 0 0 0 2628.89
1 1935 TIME 1 6131.25 6131.25 2629.59 783.872  2629.59  3304.99 2826.27  11236.8 10616.3  0.150785 0.150785 0.133467 0.384336 0.384336 0.305415 0.133467 2.76902e-005  0 0 0 0 0 0 0 0 2629.59
1 1936 TIME 1 6133.57 6133.57 2630.37 785.162  2630.37  3306.2 2827.37  11242.7 10622  0.142926 0.142926 0.126507 0.364339 0.364339 0.289514 0.126507 2.62376e-005  0 0 0 0 0 0 0 0 2630.37
1 1937 TIME 1 6135.97 6135.97 2631.21 786.972  2631.21  3307.45 2828.52  11249.3 10628.5  0.24489 0.24489 0.216753 0.624311 0.624311 0.49608 0.216753 4.49391e-005  0 0 0 0 0 0 0 0 2631.21
1 1938 TIME 1 6138.36 6138.36 2632.05 789.427  2632.05  3308.7 2829.66  11256.8 10635.8  0.369765 0.369765 0.327273 0.942732 0.942732 0.74908 0.327273 6.78302e-005  0 0 0 0 0 0 0 0 2632.05
1 1939 TIME 1 6140.73 6140.73 2632.87 792.641  2632.87  3309.94 2830.79  11265.5 10644.3  0.544485 0.544485 0.481906 1.38829 1.38829 1.10308 0.481906 9.98469e-005  0 0 0 0 0 0 0 0 2632.87
1 1940 TIME 1 6143.05 6143.05 2633.65 796.69  2633.65  3311.14 2831.9  11275.6 10654.3  0.553698 0.553698 0.490052 1.41188 1.41188 1.1218 0.490052 0.000101502  0 0 0 0 0 0 0 0 2633.65
1 1941 TIME 1 6145.52 6145.52 2634.46 801.591  2634.46  3312.43 2833.09  11287.9 10666.4  1.087 1.087 0.962036 2.77197 2.77197 2.20235 0.962036 0.000199205  0 0 0 0 0 0 0 0 2634.46
1 1942 TIME 1 6147.66 6147.66 2635.06 807.266  2635.06  3313.53 2834.13  11301.8 10680.3  0.442676 0.442676 0.391776 1.12897 1.12897 0.896919 0.391776 8.10987e-005  0 0 0 0 0 0 0 0 2635.06
1 1943 TIME 1 6150.69 6150.69 2635.98 813.547  2635.98  3315.11 2835.58  11319.3 10697.6  0.988313 0.988313 0.874651 2.52078 2.52078 2.00248 0.874651 0.000180997  0 0 0 0 0 0 0 0 2635.98
1 1944 TIME 1 6153.48 6153.48 2636.68 820.117  2636.68  3316.55 2836.93  11338.8 10716.8  1.77455 1.77455 1.57041 4.52677 4.52677 3.59555 1.57041 0.000324903  0 0 0 0 0 0 0 0 2636.68
1 1945 TIME 1 6155.87 6155.87 2637.06 826.584  2637.06  3317.76 2838.11  11359.7 10737.7  3.51446 3.51446 3.10997 8.96679 8.96679 7.12083 3.10997 0.000643414  0 0 0 0 0 0 0 0 2637.06
1 1946 TIME 1 6157.02 6157.02 2636.69 832.503  2636.69  3318.28 2838.74  11380.7 10758.7  2.87964 2.87964 2.548 7.34882 7.34882 5.83443 2.548 0.000527181  0 0 0 0 0 0 0 0 2636.69
1 1947 TIME 1 6159.31 6159.31 2636.66 837.561  2636.66  3319.41 2839.9  11404.2 10782.2  2.74667 2.74667 2.43008 7.01149 7.01149 5.56479 2.43008 0.000502771  0 0 0 0 0 0 0 0 2636.66
1 1948 TIME 1 6162.3 6162.3 2636.77 841.646  2636.77  3320.91 2841.39  11429.2 10807  2.48556 2.48556 2.19877 6.34713 6.34713 5.03549 2.19877 0.000454872  0 0 0 0 0 0 0 0 2636.77
1 1949 TIME 1 6166.16 6166.16 2637.07 844.971  2637.07  3322.86 2843.3  11455.3 10832.9  1.64324 1.64324 1.45339 4.19788 4.19788 3.3288 1.45339 0.000300605  0 0 0 0 0 0 0 0 2637.07
1 1950 TIME 1 6171.5 6171.5 2637.87 848.146  2637.87  3325.6 2845.9  11483.3 10860.5  2.2512 2.2512 1.99071 5.75368 5.75368 4.56001 1.99071 0.000411617  0 0 0 0 0 0 0 0 2637.87
1 1951 TIME 1 6176.92 6176.92 2638.53 852.131  2638.53  3328.37 2848.55  11511.4 10888.3  3.49912 3.49912 3.0935 8.948 8.948 7.08721 3.0935 0.000639514  0 0 0 0 0 0 0 0 2638.53
1 1952 TIME 1 6181.85 6181.85 2638.8 858.188  2638.8  3330.86 2850.99  11540 10916.7  3.84032 3.84032 3.3942 9.82643 9.82643 7.77764 3.3942 0.000701579  0 0 0 0 0 0 0 0 2638.8
1 1953 TIME 1 6187.23 6187.23 2639.12 867.726  2639.12  3333.57 2853.66  11571.9 10948.3  4.2629 4.2629 3.76655 10.9149 10.9149 8.63289 3.76655 0.000778412  0 0 0 0 0 0 0 0 2639.12
1 1954 TIME 1 6193.05 6193.05 2639.5 882.033  2639.5  3336.51 2856.54  11609.3 10985.5  2.64021 2.64021 2.33205 6.76473 6.76473 5.34649 2.33205 0.000481769  0 0 0 0 0 0 0 0 2639.5
1 1955 TIME 1 6201.39 6201.39 2640.89 902.018  2640.89  3340.79 2860.6  11657.5 11033.2  2.33369 2.33369 2.06063 5.98363 5.98363 4.7257 2.06063 0.000425417  0 0 0 0 0 0 0 0 2640.89
1 1956 TIME 1 6211.07 6211.07 2642.71 927.557  2642.71  3345.78 2865.29  11717.3 11092.4  2.93819 2.93819 2.59353 7.53914 7.53914 5.94987 2.59353 0.000535026  0 0 0 0 0 0 0 0 2642.71
1 1957 TIME 1 6221.39 6221.39 2644.57 956.647  2644.57  3351.08 2870.31  11788.7 11163.2  3.12418 3.12418 2.75678 8.02264 8.02264 6.32676 2.75678 0.000568233  0 0 0 0 0 0 0 0 2644.57
1 1958 TIME 1 6232.92 6232.92 2646.7 984.175  2646.7  3357.01 2875.91  11871.2 11244.9  4.62202 4.62202 4.0771 11.879 11.879 9.36059 4.0771 0.000839686  0 0 0 0 0 0 0 0 2646.7
1 1959 TIME 1 6244.54 6244.54 2648.49 1001.37  2648.49  3362.94 2881.6  11957.5 11330.5  5.24938 5.24938 4.62882 13.5041 13.5041 10.6318 4.62882 0.000952568  0 0 0 0 0 0 0 0 2648.49
1 1960 TIME 1 6257.22 6257.22 2650.37 998.246  2650.37  3369.41 2887.81  12038.4 11410.6  3.99451 3.99451 3.52091 10.2868 10.2868 8.09058 3.52091 0.000723862  0 0 0 0 0 0 0 0 2650.37
1 1961 TIME 1 6272.75 6272.75 2653.19 970.015  2653.19  3377.39 2895.36  12104.1 11475.3  2.64999 2.64999 2.33476 6.83252 6.83252 5.36739 2.33476 0.000479361  0 0 0 0 0 0 0 0 2653.19
1 1962 TIME 1 6291.88 6291.88 2657 1010.15  2657  3387.28 2904.6  12189.4 11559.2  2.22653 2.22653 1.96065 5.7484 5.7484 4.50949 1.96065 0.000401891  0 0 0 0 0 0 0 0 2657
1 1963 TIME 1 6312.46 6312.46 2661.43 931.703  2661.43  3397.94 2914.52  12233 11601.4  2.42915 2.42915 2.13774 6.28096 6.28096 4.91932 2.13774 0.000437388  0 0 0 0 0 0 0 0 2661.43
1 1964 TIME 1 6334 6334 2666.28 858.572  2666.28  3409.12 2924.88  12238.3 11605.2  1.83287 1.83287 1.61182 4.74683 4.74683 3.71124 1.61182 0.000329104  0 0 0 0 0 0 0 0 2666.28
1 1965 TIME 1 6356.88 6356.88 2671.97 797.17  2671.97  3421.05 2935.83  12213.5 11578.9  2.01668 2.01668 1.77202 5.23141 5.23141 4.08282 1.77202 0.000360969  0 0 0 0 0 0 0 0 2671.97
1 1966 TIME 1 6379.71 6379.71 2678.25 749.457  2678.25  3432.98 2946.72  12165.5 11529.4  2.4007 2.4007 2.10767 6.23732 6.23732 4.85991 2.10767 0.00042827  1 1 1 2.59813 2.59813 2.59813 1 0.000178394 2678.25
1 1967 TIME 1 6400.57 6400.57 2684.69 714.658  2684.69  3443.92 2956.65  12099.9 11462.7  1.92836 1.92836 1.69161 5.01681 5.01681 3.90397 1.69161 0.000342756  0 0 0 0 0 0 0 0 2684.69
1 1968 TIME 1 6421.53 6421.53 2692.65 690.853  2692.65  3455 2966.54  12026.6 11388.3  2.31578 2.31578 2.03008 6.0304 6.0304 4.68958 2.03008 0.00040999  0 0 0 0 0 0 0 0 2692.65
1 1969 TIME 1 6440.12 6440.12 2701.31 675.689  2701.31  3464.89 2975.23  11947.7 11308.6  2.60066 2.60066 2.27881 6.77507 6.77507 5.26943 2.27881 0.000458579  0 0 0 0 0 0 0 0 2701.31
1 1970 TIME 1 6455.86 6455.86 2710.69 666.918  2710.69  3473.34 2982.52  11866.7 11227  3.85224 3.85224 3.37515 10.0333 10.0333 7.81222 3.37515 0.000676641  0 0 0 0 0 0 0 0 2710.69
1 1971 TIME 1 6467.44 6467.44 2720.25 666.802  2720.25  3479.66 2987.78  11786.8 11146.8  6.6655 6.6655 5.84178 17.3449 17.3449 13.5336 5.84178 0.00116702  2 2 2 5.20439 5.20439 5.20439 2 0.000350166 2720.25
1 1972 TIME 1 6471.12 6471.12 2728.17 669.029  2728.17  3481.79 2989.33  11704.4 11064.7  5.70529 5.70529 5.00398 14.8229 14.8229 11.6007 5.00398 0.000996463  4 4 4 10.3924 10.3924 10.3924 4 0.000698624 2728.17
1 1973 TIME 1 6470.48 6470.48 2735.82 672.456  2735.82  3481.68 2988.79  11625.1 10986.2  7.03156 7.03156 6.17441 18.2292 18.2292 14.32 6.17441 0.00122667  12 12 12 31.1098 31.1098 31.1098 12 0.00209342 2735.82
1 1974 TIME 1 6457.48 6457.48 2739.14 676.095  2739.14  3474.96 2982.52  11538 10900.9  8.24361 8.24361 7.2497 21.3146 21.3146 16.8144 7.2497 0.00143753  4 4 4 10.3424 10.3424 10.3424 4 0.000697522 2739.14
1 1975 TIME 1 6447.95 6447.95 2744.87 678.778  2744.87  3470.2 2977.74  11464.3 10828.4  8.52732 8.52732 7.51254 21.9808 21.9808 17.4173 7.51254 0.0014868  6 6 6 15.4662 15.4662 15.4662 6 0.00104615 2744.87
1 1976 TIME 1 6433.15 6433.15 2748.56 677.336  2748.56  3462.66 2970.49  11389.5 10755.2  11.2713 11.2713 9.94889 28.9592 28.9592 23.0471 9.9489 0.00196676  4 4 4 10.2771 10.2771 10.2771 4 0.00069797 2748.56
1 1977 TIME 1 6414.75 6414.75 2750.56 666.153  2750.56  3453.21 2961.54  11310.7 10678.1  8.76428 8.76428 7.75086 22.4422 22.4422 17.9337 7.75086 0.00153086  0.462287 0.462287 0.462287 1.18375 1.18375 1.18375 0.462287 8.07481e-005 2750.56
1 1978 TIME 1 6399.44 6399.44 2753.64 639.712  2753.64  3445.49 2953.95  11229.4 10598  3.93193 3.93193 3.48372 10.0344 10.0344 8.0481 3.48372 0.00068732  0.00631177 0.00631177 0.00631177 0.0161078 0.0161078 0.0161078 0.00631174 1.10333e-006 2753.64
1 1979 TIME 1 6386.47 6386.47 2757.32 598.759  2757.32  3439.1 2947.38  11137.4 10506.7  23.655 23.655 20.9937 60.1754 60.1754 48.4139 20.9937 0.00414543  0.0904079 0.0904079 0.0904079 0.229986 0.229986 0.229986 0.0904079 1.58436e-005 2757.32
1 1980 TIME 1 6351.46 6351.46 2750.24 552.751  2750.24  3420.77 2930.69  10999.7 10372.1  15.1436 15.1436 13.4593 38.4095 38.4095 30.9798 13.4593 0.00266437  0.129418 0.129418 0.129418 0.328249 0.328249 0.328249 0.129418 2.27698e-005 2750.24
1 1981 TIME 1 6322.09 6322.09 2745.18 514.1  2745.18  3405.56 2916.53  10858.6 10233.2  11.4995 11.4995 10.2332 29.0848 29.0848 23.5075 10.2332 0.00203036  0.870864 0.870864 0.870864 2.20261 2.20261 2.20261 0.870864 0.000153761 2745.18
1 1982 TIME 1 6292.81 6292.81 2739.73 490.745  2739.73  3390.44 2902.37  10714.4 10091.2  55.1927 55.1927 49.1636 139.246 139.246 112.72 49.1636 0.00981507  0.00234107 0.00234107 0.00234107 0.0059063 0.0059063 0.0059063 0.00234103 4.16319e-007 2739.73
1 1983 TIME 1 6219.14 6219.14 2713.35 484.191  2713.35  3351.25 2867.89  10516.5 9900.46  143.505 143.505 127.905 361.376 361.376 292.761 127.905 0.0259918  0.00875404 0.00875404 0.00875404 0.0220446 0.0220446 0.0220446 0.008754 1.58555e-006 2713.35
1 1984 TIME 1 6057.57 6057.57 2645.73 489.123  2645.73  3264.29 2793.28  10213.9 9614.98  37.7775 37.7775 33.6867 94.9648 94.9648 76.9867 33.6867 0.0069621  0.124246 0.124246 0.124246 0.312328 0.312328 0.312328 0.124246 2.28975e-005 2645.73
1 1985 TIME 1 5997.64 5997.64 2625.14 493.432  2625.14  3232.59 2765.05  10060.5 9466.84  70.4202 70.4202 62.8297 176.654 176.654 143.377 62.8297 0.013131  0.104423 0.104423 0.104423 0.261953 0.261953 0.261953 0.104423 1.94713e-005 2625.14
1 1986 TIME 1 5903.68 5903.68 2588.83 483.493  2588.83  3182.41 2721.27  9865.38 9280.86  108.114 108.114 96.5075 270.707 270.707 219.954 96.5075 0.0205306  0.127899 0.127899 0.127899 0.320247 0.320247 0.320247 0.127899 2.42876e-005 2588.83
1 1987 TIME 1 5771.41 5771.41 2534.69 465.205  2534.69  3111.42 2660  9619.56 9048.4  47.2509 47.2509 42.2037 118.074 118.074 96.0768 42.2037 0.00912444  0.0694777 0.0694777 0.0694777 0.173616 0.173616 0.173616 0.0694777 1.34166e-005 2534.69
1 1988 TIME 1 5697.51 5697.51 2507.69 465.857  2507.69  3072.15 2625.36  9460.93 8896.35  138.603 138.603 123.883 345.658 345.658 281.718 123.883 0.02731  0.0289527 0.0289527 0.0289527 0.0722041 0.0722041 0.0722041 0.0289526 5.70475e-006 2507.69
1 1989 TIME 1 5533.93 5533.93 2438.41 519.553  2438.41  2984.09 2549.84  9217.82 8670.07  146.43 146.43 130.956 364.608 364.608 297.53 130.956 0.0297286  0 0 0 0 0 0 0 0 2438.41
1 1990 TIME 1 5364.39 5364.39 2365.13 678.884  2365.13  2892.7 2471.7  9053.06 8522.86  208.418 208.418 186.482 518.386 518.386 423.337 186.482 0.0439417  0.159079 0.159079 0.159079 0.395669 0.395669 0.395669 0.159079 3.35394e-005 2365.13
1 1991 TIME 1 5138.31 5138.31 2263.12 990.34  2263.12  2770.38 2367.93  8970.57 8464.47  59.8446 59.8446 53.574 148.691 148.691 121.507 53.574 0.0130075  0.218443 0.218443 0.218443 0.542748 0.542748 0.542748 0.218443 4.74795e-005 2263.12
1 1992 TIME 1 5059.58 5059.58 2228.65 965.223  2228.65  2728.06 2331.52  9068.04 8568.85  214.661 214.661 192.246 533.072 533.072 435.602 192.246 0.0481916  0.012158 0.012158 0.012158 0.0301922 0.0301922 0.0301922 0.012158 2.72948e-006 2228.65
1 1993 TIME 1 4832.11 4832.11 2122.99 690.235  2122.99  2604.74 2227.37  8827.65 8352  146.28 146.28 130.999 363.553 363.553 296.602 130.999 0.0342562  0.062875 0.062875 0.062875 0.156264 0.156264 0.156264 0.062875 1.47242e-005 2122.99
1 1994 TIME 1 4677.66 4677.66 2048.6 580.916  2048.6  2520.93 2156.73  8627.83 8167.77  106.008 106.008 94.9119 263.828 263.828 214.72 94.912 0.0256237  0 0 0 0 0 0 0 0 2048.6
1 1995 TIME 1 4568.21 4568.21 1992.62 575.66  1992.62  2461.41 2106.79  8483.52 8034.42  73.6528 73.6528 65.9012 183.738 183.738 148.971 65.9012 0.0182363  1.13479 1.13479 1.13479 2.83091 2.83091 2.83091 1.1348 0.000280973 1992.62
1 1996 TIME 1 4493.53 4493.53 1950.93 587.167  1950.93  2420.7 2072.83  8389.59 7947.89  56.1116 56.1116 50.141 140.473 140.473 113.27 50.141 0.0141473  0.08863 0.08863 0.08863 0.221881 0.221881 0.221881 0.08863 2.23461e-005 1950.93
1 1997 TIME 1 4440.26 4440.26 1917.92 587.998  1917.92  2391.55 2048.71  8322.86 7886.43  52.6601 52.6601 46.955 132.447 132.447 106.037 46.955 0.0134764  0.478651 0.478651 0.478651 1.20387 1.20387 1.20387 0.478651 0.000122493 1917.92
1 1998 TIME 1 4394.31 4394.31 1886.85 767.37  1886.85  2366.27 2028.05  8351.72 7920.19  41.297 41.297 36.7129 104.429 104.429 82.9263 36.7129 0.0106987  0.999161 0.999161 0.999161 2.52661 2.52661 2.52661 0.999161 0.00025885 1886.85
1 1999 TIME 1 4366.93 4366.93 1861.76 1403.14  1861.76  2350.83 2016.1  8711.19 8283.12  18.9412 18.9412 15.564 48.1605 48.1605 35.1902 15.564 0.00494234  0.717655 0.717655 0.717655 1.82473 1.82473 1.82473 0.717655 0.000187258 1861.76
1 2000 TIME 1 4362.38 4362.38 1848.45 1166.47  1848.45  2347.8 2014.59  8969.17 8541.23  37.7514 37.7514 30.9143 96.5258 96.5258 70.0284 30.9143 0.00990637  0.853514 0.853514 0.853514 2.18234 2.18234 2.18234 0.853514 0.000223971 1848.45
1 2001 TIME 1 4344.52 4344.52 1828.48 999.318  1828.48  2337.36 2007.16  9109.74 8683.48  28.9639 28.9639 23.6457 74.4678 74.4678 53.7074 23.6457 0.00764688  2.10325 2.10325 2.10325 5.40758 5.40758 5.40758 2.10325 0.000555288 1828.48
1 2002 TIME 1 4338.25 4338.25 1814.07 648.496  1814.07  2333.14 2005.11  9079.71 8653.98  55.6788 55.6788 39.9778 143.978 143.978 91.0948 39.9778 0.0148087  0.45459 0.45459 0.45459 1.17551 1.17551 1.17551 0.45459 0.000120905 1814.07
1 2003 TIME 1 4313.31 4313.31 1790.58 533.952  1790.58  2318.67 1994.64  8960.01 8537.61  75.8394 75.8394 56.6134 197.388 197.388 129.449 56.6134 0.020413  0.40623 0.40623 0.40623 1.0573 1.0573 1.0573 0.40623 0.000109341 1790.58
1 2004 TIME 1 4274.45 4274.45 1760.18 638.095  1760.18  2296.56 1977.89  8869.22 8452.49  84.662 84.662 69.6615 222.006 222.006 159.836 69.6615 0.0231209  1.22181 1.22181 1.22181 3.20391 3.20391 3.20391 1.22181 0.000333671 1760.18
1 2005 TIME 1 4233.25 4233.25 1727.45 1092.56  1727.45  2273.04 1960.2  8995.12 8585.08  54.11 54.11 43.2527 143.034 143.034 99.5714 43.2527 0.0149332  0.53914 0.53914 0.53914 1.42515 1.42515 1.42515 0.53914 0.000148791 1727.45
1 2006 TIME 1 4225.04 4225.04 1710.41 1130.43  1710.41  2267.45 1957.59  9177.01 8769.7  56.0544 56.0544 33.3838 149.377 149.377 77.1096 33.3838 0.0155515  0.4964 0.4964 0.4964 1.32284 1.32284 1.32284 0.4964 0.000137719 1710.41
1 2007 TIME 1 4224.93 4224.93 1694.55 1798.25  1694.55  2265.98 1958.94  9683.39 9278.54  57.3541 57.3541 37.7508 154.033 154.033 87.5263 37.7508 0.0159767  0.53789 0.53789 0.53789 1.44459 1.44459 1.44459 0.53789 0.000149836 1694.55
1 2008 TIME 1 4224.37 4224.37 1680.5 1328.24  1680.5  2264.31 1960.05  9934.93 9531.56  51.8927 51.8927 18.7094 140.396 140.396 43.5686 18.7094 0.0144863  0.571669 0.571669 0.571669 1.54666 1.54666 1.54666 0.571669 0.000159586 1680.5
1 2009 TIME 1 4236.73 4236.73 1671.5 1156.82  1671.5  2269.47 1967.25  10099.1 9696.01  65.8257 65.8257 23.702 179.313 179.313 55.4651 23.702 0.0184135  0.605653 0.605653 0.605653 1.64983 1.64983 1.64983 0.605653 0.00016942 1671.5
1 2010 TIME 1 4240.2 4240.2 1659.25 710.925  1659.25  2269.8 1970.4  10014.7 9613.11  41.2529 41.2529 23.9161 113.13 113.13 56.2436 23.9161 0.0115364  0.487889 0.487889 0.487889 1.33796 1.33796 1.33796 0.487889 0.000136438 1659.25
1 2011 TIME 1 4274.98 4274.98 1660.15 718.741  1660.15  2286.99 1987.99  9971.13 9568.43  28.0519 28.0519 24.5575 77.4341 77.4341 58.0105 24.5575 0.00779719  0.539087 0.539087 0.539087 1.48809 1.48809 1.48809 0.539087 0.000149842 1660.15
1 2012 TIME 1 4326.46 4326.46 1668.81 735.757  1668.81  2313.26 2013.2  9955.75 9550.62  42.1953 42.1953 36.8526 117.295 117.295 87.3945 36.8526 0.0116426  0.51698 0.51698 0.51698 1.43711 1.43711 1.43711 0.51698 0.000142646 1668.81
1 2013 FORE 1 4366.04 4366.04 1673.35 735.971  1673.35  2333.18 2032.85  9920.71 9514.77  45.84 45.84 39.9062 128.362 128.362 94.9738  _ 0.0125621  0.539999 0.539999 0.539999 1.51212 1.51212 1.51212  _ 0.000147982 1673.35
1 2014 FORE 1 4402.64 4402.64 1678.25 736.201  1678.25  2351.62 2051.02  9881.32 9475.05  45.84 45.84 39.7478 129.228 129.228 94.9373  _ 0.0124601  0.539999 0.539999 0.539999 1.52232 1.52232 1.52232  _ 0.000146781 1678.25
1 2015 FORE 1 4438.73 4438.73 1685.41 736.535  1685.41  2369.93 2068.8  9843.04 9436.52  86.2769 86.2769 74.4968 244.607 244.607 178.669  _ 0.0233386  1.05707 1.05707 1.05707 2.99695 2.99695 2.99695  _ 0.000285946 1685.41
1 2016 FORE 1 4433.85 4433.85 1678.14 736.196  1678.14  2366.26 2067.58  9746.36 9344.01  86.3665 86.3665 74.31 245.871 245.871 179.076  _ 0.0233386  1.05817 1.05817 1.05817 3.01243 3.01243 3.01243  _ 0.000285946 1678.14
1 2017 FORE 1 4427.05 4427.05 1673.82 735.993  1673.82  2361.73 2065.32  9652.28 9254.13  86.4935 86.4935 74.2768 246.708 246.708 179.896  _ 0.0233386  1.05973 1.05973 1.05973 3.02268 3.02268 3.02268  _ 0.000285946 1673.82
1 2018 FORE 1 4417.85 4417.85 1672.25 735.919  1672.25  2356.07 2061.78  9561.01 9167.05  86.606 86.606 74.3723 247.004 247.004 180.973  _ 0.0233386  1.0611 1.0611 1.0611 3.02632 3.02632 3.02632  _ 0.000285946 1672.25
1 2019 FORE 1 4405.99 4405.99 1672.78 735.945  1672.78  2349.11 2056.87  9472.77 9082.98  86.6647 86.6647 74.546 246.746 246.746 182.082  _ 0.0233386  1.06182 1.06182 1.06182 3.02315 3.02315 3.02315  _ 0.000285946 1672.78
