Area Yr Era Seas Bio_all Bio_smry SpawnBio Recruit_0  SpawnBio_GP:1 SmryBio_SX:1_GP:1 SmryBio_SX:2_GP:1 SmryNum_SX:1_GP:1 SmryNum_SX:2_GP:1 sel(B):_1 dead(B):_1 retain(B):_1 sel(N):_1 dead(N):_1 retain(N):_1 obs_cat:_1 F:_1 sel(B):_2 dead(B):_2 retain(B):_2 sel(N):_2 dead(N):_2 retain(N):_2 obs_cat:_2 F:_2 sel(B):_3 dead(B):_3 retain(B):_3 sel(N):_3 dead(N):_3 retain(N):_3 obs_cat:_3 F:_3 sel(B):_4 dead(B):_4 retain(B):_4 sel(N):_4 dead(N):_4 retain(N):_4 obs_cat:_4 F:_4 SSB_vir_LH ABC_buffer
1 2008 TIME 1 355.622 344.928 160.445 125.477  160.445  204.924 140.004  107.42 92.1736  25.15 25.15 25.15 9.52318 9.52318 9.52318 25.15 0.0889129  1.67 1.67 1.67 0.561142 0.561142 0.561142 1.67 0.00750594  16.6 16.6 16.6 5.96238 5.96238 5.96238 16.6 0.0621901  1.3 1.3 1.3 1.57019 1.57019 1.57019 1.3 0.0115913 160.445 NA
1 2009 TIME 1 359.418 346.07 159.855 62.2887  159.855  205.078 140.992  106.315 91.2556  30.33 30.33 30.33 11.6553 11.6553 11.6553 30.33 0.1065  1.57 1.57 1.57 0.533756 0.533756 0.533756 1.57 0.00709922  16.2 16.2 16.2 5.89814 5.89814 5.89814 16.2 0.0604479  1.2 1.2 1.2 1.51424 1.51424 1.51424 1.2 0.0103256 159.855 NA
1 2010 TIME 1 358.971 352.272 159.402 61.8529  159.402  207.808 144.464  112.728 97.3987  23.86 23.86 23.86 9.23315 9.23315 9.23315 23.86 0.0822193  1.26 1.26 1.26 0.431619 0.431619 0.431619 1.26 0.00562764  16.6 16.6 16.6 6.09627 6.09627 6.09627 16.6 0.0608643  1.2 1.2 1.2 1.30872 1.30872 1.30872 1.2 0.0108642 159.402 NA
1 2011 TIME 1 352.621 345.891 163.54 94.6437  163.54  204.85 141.042  99.4718 84.951  30.32 30.32 30.32 11.5702 11.5702 11.5702 30.32 0.104588  1.23 1.23 1.23 0.415931 0.415931 0.415931 1.23 0.00546204  17.3 17.3 17.3 6.29329 6.29329 6.29329 17.3 0.063119  1.1 1.1 1.1 1.14927 1.14927 1.14927 1.1 0.0117343 163.54 NA
1 2012 TIME 1 331.203 321.059 158.156 79.0863  158.156  191.188 129.871  87.7777 74.4966  29.39 29.39 29.39 10.8675 10.8675 10.8675 29.39 0.108895  1.48 1.48 1.48 0.489176 0.489176 0.489176 1.48 0.00687916  15.4 15.4 15.4 5.44866 5.44866 5.44866 15.4 0.0597999  0.599999 0.599999 0.599999 0.720366 0.720366 0.720366 0.6 0.00680406 158.156 NA
1 2013 TIME 1 313.837 305.239 147.251 117.877  147.251  181.706 123.533  89.6431 76.707  20.38 20.38 20.38 7.49584 7.49584 7.49584 20.38 0.0799977  0.819999 0.819999 0.819999 0.269642 0.269642 0.269642 0.82 0.0040073  12.4 12.4 12.4 4.3501 4.3501 4.3501 12.4 0.0511282  0.4 0.4 0.4 0.474306 0.474306 0.474306 0.4 0.00440751 147.251 NA
1 2014 TIME 1 314.594 301.814 143.826 160.658  143.826  179.646 122.168  88.7053 75.8309  15.84 15.84 15.84 5.90712 5.90712 5.90712 15.84 0.0618518  0.62 0.62 0.62 0.205406 0.205406 0.205406 0.62 0.00304562  9.09999 9.09999 9.09999 3.22244 3.22244 3.22244 9.1 0.0375099  0.4 0.4 0.4 0.516054 0.516054 0.516054 0.4 0.00401013 143.826 NA
1 2015 TIME 1 337.613 320.516 147.503 82.4448  147.503  190.001 130.514  101.34 87.2683  16.86 16.86 16.86 6.42294 6.42294 6.42294 16.86 0.0629485  0.66 0.66 0.66 0.222958 0.222958 0.222958 0.66 0.00314063  10.2 10.2 10.2 3.67354 3.67354 3.67354 10.2 0.0404267  0.4 0.4 0.4 0.551906 0.551906 0.551906 0.4 0.00327293 147.503 NA
1 2016 TIME 1 369.795 360.896 156.633 95.8706  156.633  212.178 148.717  123.992 107.762  15.85 15.85 15.85 6.23871 6.23871 6.23871 15.85 0.0532994  1.27 1.27 1.27 0.441017 0.441017 0.441017 1.27 0.00559349  11.8 11.8 11.8 4.38488 4.38488 4.38488 11.8 0.0425289  0.4 0.4 0.4 0.46159 0.46159 0.46159 0.4 0.00307497 156.633 NA
1 2017 TIME 1 394.205 383.888 174.243 97.8889  174.243  226.258 157.63  117.267 100.682  28.4 28.4 28.4 11.1667 11.1667 11.1667 28.4 0.0887803  2.11 2.11 2.11 0.731747 0.731747 0.731747 2.11 0.00868656  23.7 23.7 23.7 8.84092 8.84092 8.84092 23.7 0.079036  0.2 0.2 0.2 0.225776 0.225776 0.225776 0.2 0.00167677 174.243 NA
1 2018 TIME 1 386.835 376.305 176.733 98.1479  176.733  222.256 154.049  111.454 95.6032  28.71 28.71 28.71 10.9894 10.9894 10.9894 28.71 0.0903445  2.66 2.66 2.66 0.905898 0.905898 0.905898 2.66 0.0107734  13.5 13.5 13.5 4.92706 4.92706 4.92706 13.5 0.0448831  0.2 0.2 0.2 0.231604 0.231604 0.231604 0.2 0.00177874 176.733 NA
1 2019 FORE 1 383.056 372.499 177.031 98.1785  177.031  220.603 151.896  109.47 93.7913  36.5336 36.5336 36.5336 13.7711 13.7711 13.7711  _ 0.119016  3.43308 3.43308 3.43308 1.15372 1.15372 1.15372  _ 0.0141924  17.216 17.216 17.216 6.18645 6.18645 6.18645  _ 0.0591272  0.257103 0.257103 0.257103 0.302626 0.302626 0.302626  _ 0.00234324 177.031 0.939
1 2020 FORE 1 366.725 356.167 168.16 97.2303  168.16  210.919 145.248  105.811 90.8747  34.7787 34.7787 34.7787 13.1161 13.1161 13.1161  _ 0.119016  3.26821 3.26821 3.26821 1.09638 1.09638 1.09638  _ 0.0141924  16.3581 16.3581 16.3581 5.86959 5.86959 5.86959  _ 0.0591272  0.252807 0.252807 0.252807 0.301151 0.301151 0.301151  _ 0.00234324 168.16 0.939
1 2021 FORE 1 354.108 343.652 160.674 96.365  160.674  203.258 140.393  103.454 89.0682  33.4907 33.4907 33.4907 12.7088 12.7088 12.7088  _ 0.119016  3.13132 3.13132 3.13132 1.05481 1.05481 1.05481  _ 0.0141924  15.719 15.719 15.719 5.66774 5.66774 5.66774  _ 0.0591272  0.249854 0.249854 0.249854 0.299146 0.299146 0.299146  _ 0.00234324 160.674 0.939
1 2022 FORE 1 344.683 334.319 155.043 95.6704  155.043  197.421 136.898  101.635 87.6729  32.5684 32.5684 32.5684 12.4395 12.4395 12.4395  _ 0.119016  3.02923 3.02923 3.02923 1.02607 1.02607 1.02607  _ 0.0141924  15.2633 15.2633 15.2633 5.53591 5.53591 5.53591  _ 0.0591272  0.247047 0.247047 0.247047 0.296607 0.296607 0.296607  _ 0.00234324 155.043 0.939
1 2023 FORE 1 337.548 327.258 150.889 95.1318  150.889  192.957 134.301  100.158 86.5272  31.882 31.882 31.882 12.2373 12.2373 12.2373  _ 0.119016  2.95431 2.95431 2.95431 1.00541 1.00541 1.00541  _ 0.0141924  14.9285 14.9285 14.9285 5.43987 5.43987 5.43987  _ 0.0591272  0.24442 0.24442 0.24442 0.294128 0.294128 0.294128  _ 0.00234324 150.889 0.939
1 2024 FORE 1 332.003 321.771 147.741 94.7078  147.741  189.481 132.29  98.9481 85.5776  31.3482 31.3482 31.3482 12.0736 12.0736 12.0736  _ 0.119016  2.89775 2.89775 2.89775 0.989597 0.989597 0.989597  _ 0.0141924  14.6705 14.6705 14.6705 5.36353 5.36353 5.36353  _ 0.0591272  0.242155 0.242155 0.242155 0.292013 0.292013 0.292013  _ 0.00234324 147.741 0.939
1 2025 FORE 1 327.608 317.422 145.281 94.3664  145.281  186.731 130.69  97.9625 84.7984  30.9227 30.9227 30.9227 11.939 11.939 11.939  _ 0.119016  2.85361 2.85361 2.85361 0.977 0.977 0.977  _ 0.0141924  14.4655 14.4655 14.4655 5.30107 5.30107 5.30107  _ 0.0591272  0.240296 0.240296 0.240296 0.290298 0.290298 0.290298  _ 0.00234324 145.281 0.939
1 2026 FORE 1 324.087 313.938 143.323 94.0881  143.323  184.536 129.402  97.1646 84.1645  30.5804 30.5804 30.5804 11.829 11.829 11.829  _ 0.119016  2.81844 2.81844 2.81844 0.966811 0.966811 0.966811  _ 0.0141924  14.3006 14.3006 14.3006 5.24999 5.24999 5.24999  _ 0.0591272  0.238796 0.238796 0.238796 0.288921 0.288921 0.288921  _ 0.00234324 143.323 0.939
1 2027 FORE 1 321.253 311.133 141.751 93.8604  141.751  182.773 128.36  96.5198 83.6503  30.3042 30.3042 30.3042 11.7396 11.7396 11.7396  _ 0.119016  2.79015 2.79015 2.79015 0.95855 0.95855 0.95855  _ 0.0141924  14.1675 14.1675 14.1675 5.20846 5.20846 5.20846  _ 0.0591272  0.237588 0.237588 0.237588 0.287809 0.287809 0.287809  _ 0.00234324 141.751 0.939
1 2028 FORE 1 318.965 308.87 140.485 93.6742  140.485  181.354 127.515  95.9982 83.2331  30.0813 30.0813 30.0813 11.6672 11.6672 11.6672  _ 0.119016  2.76732 2.76732 2.76732 0.951856 0.951856 0.951856  _ 0.0141924  14.0601 14.0601 14.0601 5.1748 5.1748 5.1748  _ 0.0591272  0.23661 0.23661 0.23661 0.286907 0.286907 0.286907  _ 0.00234324 140.485 0.939
1 2029 FORE 1 317.115 307.04 139.465 93.5221  139.465  180.209 126.83  95.5754 82.8941  29.901 29.901 29.901 11.6086 11.6086 11.6086  _ 0.119016  2.74886 2.74886 2.74886 0.946432 0.946432 0.946432  _ 0.0141924  13.9732 13.9732 13.9732 5.14753 5.14753 5.14753  _ 0.0591272  0.235816 0.235816 0.235816 0.28617 0.28617 0.28617  _ 0.00234324 139.465 0.939
1 2030 FORE 1 315.616 305.557 138.64 93.398  138.64  179.283 126.274  95.2321 82.6182  29.7549 29.7549 29.7549 11.561 11.561 11.561  _ 0.119016  2.73393 2.73393 2.73393 0.942034 0.942034 0.942034  _ 0.0141924  13.9029 13.9029 13.9029 5.12541 5.12541 5.12541  _ 0.0591272  0.235169 0.235169 0.235169 0.28557 0.28557 0.28557  _ 0.00234324 138.64 0.939
