Area Yr Era Seas Bio_all Bio_smry SpawnBio Recruit_0  SpawnBio_GP:1 SmryBio_SX:1_GP:1 SmryBio_SX:2_GP:1 SmryNum_SX:1_GP:1 SmryNum_SX:2_GP:1 sel(B):_1 dead(B):_1 retain(B):_1 sel(N):_1 dead(N):_1 retain(N):_1 obs_cat:_1 F:_1 sel(B):_2 dead(B):_2 retain(B):_2 sel(N):_2 dead(N):_2 retain(N):_2 obs_cat:_2 F:_2 sel(B):_3 dead(B):_3 retain(B):_3 sel(N):_3 dead(N):_3 retain(N):_3 obs_cat:_3 F:_3 sel(B):_4 dead(B):_4 retain(B):_4 sel(N):_4 dead(N):_4 retain(N):_4 obs_cat:_4 F:_4 sel(B):_5 dead(B):_5 retain(B):_5 sel(N):_5 dead(N):_5 retain(N):_5 obs_cat:_5 F:_5 SSB_vir_LH ABC_buffer
1 1887 VIRG 1 33605.9 32617.3 26443.6 2253.21  26443.6  26948.1 5669.15  4327.88 2897.8 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  26443.6 NA
1 1888 INIT 1 33605.9 32617.3 26443.6 2253.21  26443.6  26948.1 5669.15  4327.88 2897.8  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 26443.6 NA
1 1889 TIME 1 33605.9 32617.3 26443.6 2253.38  26443.6  26948.1 5669.15  4327.88 2897.8  6.68738 6.60821 6.52905 2.50159 2.44238 2.38316 6.52905 0.000407522  14.3925 14.1066 14.0851 4.91446 4.76769 4.75664 14.0851 0.00123082  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 26443.6 NA
1 1890 TIME 1 33583.9 32595.3 26428.6 2253.08  26428.6  26932.7 5662.61  4324.49 2894.76  13.3748 13.2164 13.0581 5.00352 4.88504 4.76656 13.0581 0.000816098  28.7851 28.2132 28.1701 9.82951 9.53588 9.51378 28.1701 0.00246559  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 26428.6 NA
1 1891 TIME 1 33540.1 32551.5 26397.7 2252.44  26397.7  26901.2 5650.31  4318.21 2889.24  20.0623 19.8247 19.5872 7.50715 7.32929 7.15142 19.5872 0.00122668  43.1778 42.3198 42.2552 14.7471 14.3063 14.2731 42.2552 0.0037079  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 26397.7 NA
1 1892 TIME 1 33475 32486.6 26350.6 2251.46  26350.6  26853.5 5633.18  4309.53 2881.78  26.75 26.4331 26.1162 10.014 9.7766 9.53915 26.1162 0.00164011  57.5708 56.4264 56.3403 19.6694 19.0811 19.0368 56.3403 0.00496062  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 26350.6 NA
1 1893 TIME 1 33389.4 32401.5 26287.4 2250.13  26287.4  26789.6 5611.89  4298.69 2872.64  23.1993 22.9242 22.6491 8.69054 8.4843 8.27806 22.6491 0.00142623  49.9286 48.9355 48.8608 17.0663 16.5555 16.517 48.8608 0.00431595  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 26287.4 NA
1 1894 TIME 1 33318.1 32330.6 26231.5 2248.95  26231.5  26733.6 5597.08  4291.11 2866.72  19.6483 19.4152 19.182 7.36551 7.19062 7.01572 19.182 0.00121023  42.2861 41.4446 41.3813 14.4606 14.0275 13.9949 41.3813 0.00366294  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 26231.5 NA
1 1895 TIME 1 33262.1 32275.1 26185 2247.98  26185  26687.1 5588.03  4286.23 2863.36  16.0972 15.9061 15.7149 6.03785 5.89444 5.75102 15.7149 0.000992669  34.6433 33.9537 33.9017 11.8509 11.4959 11.4692 33.9017 0.00300397  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 26185 NA
1 1896 TIME 1 33221.7 32235.2 26149.2 2247.23  26149.2  26651.3 5583.84  4283.53 2861.98  16.358 16.1637 15.9693 6.13809 5.99228 5.84648 15.9693 0.00100953  35.2042 34.5033 34.4505 12.0445 11.6837 11.6566 34.4505 0.00305392  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 26149.2 NA
1 1897 TIME 1 33184.3 32198.2 26116.1 2246.54  26116.1  26618.1 5580.04  4280.78 2860.47  16.6187 16.4212 16.2237 6.23756 6.08939 5.94122 16.2237 0.00102633  35.765 35.0529 34.9993 12.2367 11.8701 11.8425 34.9993 0.00310365  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 26116.1 NA
