Area,Yr,Era,SpawnBio,Recruit_0,stock_name
1,1960,TIME,11834400000,15341,splitnose
1,1961,TIME,11680100000,12580.6,splitnose
1,1962,TIME,11562500000,10288.8,splitnose
1,1963,TIME,11485000000,8599.68,splitnose
1,1964,TIME,11428700000,7438.21,splitnose
1,1965,TIME,11409700000,6696.97,splitnose
1,1966,TIME,11369100000,6273.1,splitnose
1,1967,TIME,10629700000,6039.71,splitnose
1,1968,TIME,9848100000,5935.94,splitnose
1,1969,TIME,9414980000,5866.37,splitnose
1,1970,TIME,9378160000,5710.46,splitnose
1,1971,TIME,9325590000,5364.65,splitnose
1,1972,TIME,9259220000,4855.41,splitnose
1,1973,TIME,9163080000,4285.85,splitnose
1,1974,TIME,8994550000,3780.96,splitnose
1,1975,TIME,8852090000,3467.09,splitnose
1,1976,TIME,8688910000,3468.77,splitnose
1,1977,TIME,8518600000,4032.06,splitnose
1,1978,TIME,8340600000,6100.87,splitnose
1,1979,TIME,8137670000,11062.9,splitnose
1,1980,TIME,7937560000,5109.46,splitnose
1,1981,TIME,7704460000,5702.28,splitnose
1,1982,TIME,7435910000,6248,splitnose
1,1983,TIME,7208610000,7602.79,splitnose
1,1984,TIME,6922230000,6867.98,splitnose
1,1985,TIME,6606980000,5922.88,splitnose
1,1986,TIME,6282190000,11561.2,splitnose
1,1987,TIME,6058710000,10300.9,splitnose
1,1988,TIME,5917070000,6824.2,splitnose
1,1989,TIME,5757440000,9356.46,splitnose
1,1990,TIME,5631420000,5215.14,splitnose
1,1991,TIME,5501980000,3650.78,splitnose
1,1992,TIME,5356500000,6716.22,splitnose
1,1993,TIME,5294000000,14122.7,splitnose
1,1994,TIME,5203110000,18675,splitnose
1,1995,TIME,5132840000,6963.55,splitnose
1,1996,TIME,5073820000,20173.8,splitnose
1,1997,TIME,5000480000,5713.32,splitnose
1,1998,TIME,4912980000,23422.7,splitnose
1,1999,TIME,4601780000,61318.7,splitnose
1,2000,TIME,4651280000,35503.6,splitnose
1,2001,TIME,4762940000,44958.2,splitnose
1,2002,TIME,4909440000,35903.3,splitnose
1,2003,TIME,5124930000,22387.9,splitnose
1,2004,TIME,5403640000,21043.4,splitnose
1,2005,TIME,5806890000,39992.1,splitnose
1,2006,TIME,6364830000,52273,splitnose
1,2007,TIME,6971910000,78202.6,splitnose
1,2008,TIME,7689830000,12440.4,splitnose
