Area,Yr,Era,SpawnBio,Recruit_0,stock_name
1,1975,TIME,244723,246829,dover_sole
1,1976,TIME,242520,245278,dover_sole
1,1977,TIME,240092,222977,dover_sole
1,1978,TIME,238286,200709,dover_sole
1,1979,TIME,236117,189447,dover_sole
1,1980,TIME,232610,182286,dover_sole
1,1981,TIME,231347,169110,dover_sole
1,1982,TIME,229417,159973,dover_sole
1,1983,TIME,225725,163622,dover_sole
1,1984,TIME,222644,165981,dover_sole
1,1985,TIME,219558,175888,dover_sole
1,1986,TIME,215359,182538,dover_sole
1,1987,TIME,211749,210898,dover_sole
1,1988,TIME,206720,265069,dover_sole
1,1989,TIME,201165,227495,dover_sole
1,1990,TIME,194781,227938,dover_sole
1,1991,TIME,189805,267623,dover_sole
1,1992,TIME,183752,260568,dover_sole
1,1993,TIME,179389,195731,dover_sole
1,1994,TIME,176891,166273,dover_sole
1,1995,TIME,177991,166252,dover_sole
1,1996,TIME,179527,176224,dover_sole
1,1997,TIME,180940,290696,dover_sole
1,1998,TIME,184079,291381,dover_sole
1,1999,TIME,188473,222475,dover_sole
1,2000,TIME,191987,337650,dover_sole
1,2001,TIME,195100,204146,dover_sole
1,2002,TIME,198709,135916,dover_sole
1,2003,TIME,202667,122924,dover_sole
1,2004,TIME,206544,126399,dover_sole
1,2005,TIME,211334,130619,dover_sole
1,2006,TIME,216476,154568,dover_sole
1,2007,TIME,221929,195658,dover_sole
1,2008,TIME,224940,248259,dover_sole
1,2009,TIME,225547,334902,dover_sole
1,2010,TIME,224168,256930,dover_sole
1,2011,TIME,221913,204214,dover_sole
1,2012,TIME,220118,238648,dover_sole
1,2013,TIME,218371,161941,dover_sole
1,2014,TIME,216973,166317,dover_sole
1,2015,TIME,217507,199178,dover_sole
1,2016,TIME,219403,205309,dover_sole
1,2017,TIME,221755,206028,dover_sole
1,2018,TIME,224177,208863,dover_sole
1,2019,TIME,227036,209235,dover_sole
1,2020,TIME,229626,209423,dover_sole
