Area,Yr,Era,SpawnBio,Recruit_0,stock_name
1,1980,TIME,352.967,1285.59,kelp_greenling
1,1981,TIME,349.579,1434.79,kelp_greenling
1,1982,TIME,343.221,990.954,kelp_greenling
1,1983,TIME,343.932,2046.36,kelp_greenling
1,1984,TIME,328.987,2111.34,kelp_greenling
1,1985,TIME,346.453,3221.49,kelp_greenling
1,1986,TIME,379.698,1853.66,kelp_greenling
1,1987,TIME,447.649,1890.1,kelp_greenling
1,1988,TIME,480.274,1506.25,kelp_greenling
1,1989,TIME,496.889,730.9,kelp_greenling
1,1990,TIME,492.69,722.363,kelp_greenling
1,1991,TIME,453.09,753.754,kelp_greenling
1,1992,TIME,399.169,983.999,kelp_greenling
1,1993,TIME,345.252,714.822,kelp_greenling
1,1994,TIME,304.794,1203.9,kelp_greenling
1,1995,TIME,275.307,706.819,kelp_greenling
1,1996,TIME,266.379,869.224,kelp_greenling
1,1997,TIME,252.217,1536.4,kelp_greenling
1,1998,TIME,237.025,1077.71,kelp_greenling
1,1999,TIME,249.358,1056.17,kelp_greenling
1,2000,TIME,253.796,3112.97,kelp_greenling
1,2001,TIME,254.025,2273.95,kelp_greenling
1,2002,TIME,308.924,1372.24,kelp_greenling
1,2003,TIME,353.288,1086.28,kelp_greenling
1,2004,TIME,373.032,808.793,kelp_greenling
1,2005,TIME,370.208,944.928,kelp_greenling
1,2006,TIME,346.168,431.877,kelp_greenling
1,2007,TIME,318.884,1494.67,kelp_greenling
1,2008,TIME,277.732,1827.47,kelp_greenling
1,2009,TIME,265.763,3523.82,kelp_greenling
1,2010,TIME,282.466,1854.81,kelp_greenling
1,2011,TIME,362.243,487.367,kelp_greenling
1,2012,TIME,415.182,446.98,kelp_greenling
1,2013,TIME,403.169,996.071,kelp_greenling
1,2014,TIME,354.513,1432.98,kelp_greenling
