Area,Yr,Era,SpawnBio,Recruit_0,stock_name
1,1975,TIME,109.462,183.543,cabezon_scs
1,1976,TIME,106.814,128.603,cabezon_scs
1,1977,TIME,110.917,108.594,cabezon_scs
1,1978,TIME,120.339,97.1994,cabezon_scs
1,1979,TIME,123.258,156.734,cabezon_scs
1,1980,TIME,123.636,146.742,cabezon_scs
1,1981,TIME,104.901,70.9951,cabezon_scs
1,1982,TIME,86.2788,69.0133,cabezon_scs
1,1983,TIME,71.4954,160.632,cabezon_scs
1,1984,TIME,64.7998,577.446,cabezon_scs
1,1985,TIME,52.4796,88.647,cabezon_scs
1,1986,TIME,45.7157,104.983,cabezon_scs
1,1987,TIME,41.0444,445.465,cabezon_scs
1,1988,TIME,55.5149,106.808,cabezon_scs
1,1989,TIME,67.699,88.7447,cabezon_scs
1,1990,TIME,71.7202,107.629,cabezon_scs
1,1991,TIME,83.835,104.185,cabezon_scs
1,1992,TIME,90.8979,101.05,cabezon_scs
1,1993,TIME,82.8587,208.749,cabezon_scs
1,1994,TIME,76.4706,220.977,cabezon_scs
1,1995,TIME,67.2178,137.979,cabezon_scs
1,1996,TIME,55.124,95.8736,cabezon_scs
1,1997,TIME,51.0132,118.436,cabezon_scs
1,1998,TIME,55.9618,260.734,cabezon_scs
1,1999,TIME,54.8829,85.8323,cabezon_scs
1,2000,TIME,47.6914,52.8936,cabezon_scs
1,2001,TIME,39.5926,71.8334,cabezon_scs
1,2002,TIME,42.7053,300.229,cabezon_scs
1,2003,TIME,46.2902,102.453,cabezon_scs
1,2004,TIME,44.8973,75.2651,cabezon_scs
1,2005,TIME,44.0514,178.968,cabezon_scs
1,2006,TIME,51.0351,157.74,cabezon_scs
1,2007,TIME,61.944,122.614,cabezon_scs
1,2008,TIME,66.5685,129.789,cabezon_scs
1,2009,TIME,73.0271,123.941,cabezon_scs
1,2010,TIME,78.7842,92.5177,cabezon_scs
1,2011,TIME,84.4068,114.179,cabezon_scs
1,2012,TIME,85.7433,128.691,cabezon_scs
1,2013,TIME,84.7676,111.162,cabezon_scs
1,2014,TIME,81.5375,145.965,cabezon_scs
1,2015,TIME,79.2906,229.767,cabezon_scs
1,2016,TIME,82.5329,166.391,cabezon_scs
1,2017,TIME,84.0186,159.728,cabezon_scs
1,2018,TIME,90.4431,161.813,cabezon_scs
