Area,Yr,Era,SpawnBio,Recruit_0,stock_name
1,1962,TIME,2657,1010.15,aurora
1,1963,TIME,2661.43,931.703,aurora
1,1964,TIME,2666.28,858.572,aurora
1,1965,TIME,2671.97,797.17,aurora
1,1966,TIME,2678.25,749.457,aurora
1,1967,TIME,2684.69,714.658,aurora
1,1968,TIME,2692.65,690.853,aurora
1,1969,TIME,2701.31,675.689,aurora
1,1970,TIME,2710.69,666.918,aurora
1,1971,TIME,2720.25,666.802,aurora
1,1972,TIME,2728.17,669.029,aurora
1,1973,TIME,2735.82,672.456,aurora
1,1974,TIME,2739.14,676.095,aurora
1,1975,TIME,2744.87,678.778,aurora
1,1976,TIME,2748.56,677.336,aurora
1,1977,TIME,2750.56,666.153,aurora
1,1978,TIME,2753.64,639.712,aurora
1,1979,TIME,2757.32,598.759,aurora
1,1980,TIME,2750.24,552.751,aurora
1,1981,TIME,2745.18,514.1,aurora
1,1982,TIME,2739.73,490.745,aurora
1,1983,TIME,2713.35,484.191,aurora
1,1984,TIME,2645.73,489.123,aurora
1,1985,TIME,2625.14,493.432,aurora
1,1986,TIME,2588.83,483.493,aurora
1,1987,TIME,2534.69,465.205,aurora
1,1988,TIME,2507.69,465.857,aurora
1,1989,TIME,2438.41,519.553,aurora
1,1990,TIME,2365.13,678.884,aurora
1,1991,TIME,2263.12,990.34,aurora
1,1992,TIME,2228.65,965.223,aurora
1,1993,TIME,2122.99,690.235,aurora
1,1994,TIME,2048.6,580.916,aurora
1,1995,TIME,1992.62,575.66,aurora
1,1996,TIME,1950.93,587.167,aurora
1,1997,TIME,1917.92,587.998,aurora
1,1998,TIME,1886.85,767.37,aurora
1,1999,TIME,1861.76,1403.14,aurora
1,2000,TIME,1848.45,1166.47,aurora
1,2001,TIME,1828.48,999.318,aurora
1,2002,TIME,1814.07,648.496,aurora
1,2003,TIME,1790.58,533.952,aurora
1,2004,TIME,1760.18,638.095,aurora
1,2005,TIME,1727.45,1092.56,aurora
1,2006,TIME,1710.41,1130.43,aurora
1,2007,TIME,1694.55,1798.25,aurora
1,2008,TIME,1680.5,1328.24,aurora
1,2009,TIME,1671.5,1156.82,aurora
1,2010,TIME,1659.25,710.925,aurora
1,2011,TIME,1660.15,718.741,aurora
1,2012,TIME,1668.81,735.757,aurora
