Area,Yr,Era,SpawnBio,Recruit_0,stock_name
1,1990,TIME,228.95,61.647,cabezon_ors
1,1991,TIME,228.337,64.3644,cabezon_ors
1,1992,TIME,230.602,65.4444,cabezon_ors
1,1993,TIME,226.862,107.409,cabezon_ors
1,1994,TIME,219.079,88.9604,cabezon_ors
1,1995,TIME,206.593,76.4413,cabezon_ors
1,1996,TIME,201.733,91.8505,cabezon_ors
1,1997,TIME,201.255,73.1367,cabezon_ors
1,1998,TIME,188.957,59.007,cabezon_ors
1,1999,TIME,176.965,215.965,cabezon_ors
1,2000,TIME,165.821,157.118,cabezon_ors
1,2001,TIME,152.01,72.3962,cabezon_ors
1,2002,TIME,150.859,154.915,cabezon_ors
1,2003,TIME,158.007,55.4282,cabezon_ors
1,2004,TIME,165.819,91.7137,cabezon_ors
1,2005,TIME,170.044,94.2497,cabezon_ors
1,2006,TIME,167.025,118.971,cabezon_ors
1,2007,TIME,163.419,98.8419,cabezon_ors
1,2008,TIME,160.445,125.477,cabezon_ors
1,2009,TIME,159.855,62.2887,cabezon_ors
1,2010,TIME,159.402,61.8529,cabezon_ors
1,2011,TIME,163.54,94.6437,cabezon_ors
1,2012,TIME,158.156,79.0863,cabezon_ors
1,2013,TIME,147.251,117.877,cabezon_ors
1,2014,TIME,143.826,160.658,cabezon_ors
1,2015,TIME,147.503,82.4448,cabezon_ors
1,2016,TIME,156.633,95.8706,cabezon_ors
1,2017,TIME,174.243,97.8889,cabezon_ors
1,2018,TIME,176.733,98.1479,cabezon_ors
