Area,Yr,Era,SpawnBio,Recruit_0,stock_name
1,1970,TIME,146379,14552.6,sablefish
1,1971,TIME,176229,10793.7,sablefish
1,1972,TIME,196299,11886.9,sablefish
1,1973,TIME,205308,18010.4,sablefish
1,1974,TIME,208275,14144,sablefish
1,1975,TIME,204892,20931.8,sablefish
1,1976,TIME,195746,34095.8,sablefish
1,1977,TIME,179811,13566.6,sablefish
1,1978,TIME,173568,8843.33,sablefish
1,1979,TIME,166961,58709.1,sablefish
1,1980,TIME,155984,10638.4,sablefish
1,1981,TIME,152668,19929.8,sablefish
1,1982,TIME,149051,12137.2,sablefish
1,1983,TIME,144988,4137.94,sablefish
1,1984,TIME,142381,25175.5,sablefish
1,1985,TIME,138846,23427.5,sablefish
1,1986,TIME,133034,15929.1,sablefish
1,1987,TIME,126423,3419.76,sablefish
1,1988,TIME,121081,18219.9,sablefish
1,1989,TIME,117897,11615.7,sablefish
1,1990,TIME,114731,33468.5,sablefish
1,1991,TIME,110981,1399.02,sablefish
1,1992,TIME,106863,7433.31,sablefish
1,1993,TIME,103876,3850.08,sablefish
1,1994,TIME,102757,9836.95,sablefish
1,1995,TIME,100679,24339.5,sablefish
1,1996,TIME,96752.6,704.369,sablefish
1,1997,TIME,91619.2,541.295,sablefish
1,1998,TIME,87304.8,5894.78,sablefish
1,1999,TIME,85897,21514.7,sablefish
1,2000,TIME,82606.6,69677.3,sablefish
1,2001,TIME,78017.1,17570.6,sablefish
1,2002,TIME,74104,10865.1,sablefish
1,2003,TIME,75410.6,2277.3,sablefish
1,2004,TIME,82490,7243.73,sablefish
1,2005,TIME,90497,499.957,sablefish
1,2006,TIME,95212.3,2107.05,sablefish
1,2007,TIME,96184.2,768.183,sablefish
1,2008,TIME,94814,41725.6,sablefish
1,2009,TIME,91041.9,2029.67,sablefish
1,2010,TIME,85111.8,16187.4,sablefish
1,2011,TIME,80351.5,6445.91,sablefish
1,2012,TIME,79223,2759.31,sablefish
1,2013,TIME,79605.1,34307.6,sablefish
1,2014,TIME,80187.9,6708.58,sablefish
1,2015,TIME,79676.1,18010.9,sablefish
1,2016,TIME,78633.2,55594.5,sablefish
1,2017,TIME,79326.7,10688.7,sablefish
1,2018,TIME,80687.2,8151.38,sablefish
1,2019,TIME,83925.1,6274.11,sablefish
1,2020,TIME,90756.5,12455.3,sablefish
