Area,Yr,Era,SpawnBio,Recruit_0,stock_name
1,1965,TIME,76033.6,49286.7,widow
1,1966,TIME,76489.7,51456.3,widow
1,1967,TIME,74660.5,51207.3,widow
1,1968,TIME,72689.3,48147.1,widow
1,1969,TIME,72300.4,42174.9,widow
1,1970,TIME,72951.3,158009,widow
1,1971,TIME,73712.5,130853,widow
1,1972,TIME,74392.4,18345.3,widow
1,1973,TIME,75818.3,15006.6,widow
1,1974,TIME,78118.4,19832.1,widow
1,1975,TIME,81830.8,39651.2,widow
1,1976,TIME,86736.5,13574.9,widow
1,1977,TIME,91135.7,73237.8,widow
1,1978,TIME,93795,109898,widow
1,1979,TIME,93593.3,35686.5,widow
1,1980,TIME,87635.8,61235.5,widow
1,1981,TIME,74936.7,101496,widow
1,1982,TIME,60312.9,54189.9,widow
1,1983,TIME,48492.9,35008.8,widow
1,1984,TIME,46209.4,68161.6,widow
1,1985,TIME,45491.1,49891.9,widow
1,1986,TIME,45785.7,24217.7,widow
1,1987,TIME,46076.9,61155.8,widow
1,1988,TIME,44253.1,37801.4,widow
1,1989,TIME,43056.4,28308,widow
1,1990,TIME,40221.8,44840.3,widow
1,1991,TIME,37330.7,78632.4,widow
1,1992,TIME,36515.5,29882.8,widow
1,1993,TIME,35689.3,38523.6,widow
1,1994,TIME,33545.2,35348.5,widow
1,1995,TIME,32743.3,22039.2,widow
1,1996,TIME,32105,16203.8,widow
1,1997,TIME,32225.4,24743.9,widow
1,1998,TIME,31930.8,42270.9,widow
1,1999,TIME,32117.5,55220.4,widow
1,2000,TIME,31985.6,46043.4,widow
1,2001,TIME,31920,25820.2,widow
1,2002,TIME,32771.9,23040.1,widow
1,2003,TIME,34696.6,25286.1,widow
1,2004,TIME,37273,73952.6,widow
1,2005,TIME,40129,15162.7,widow
1,2006,TIME,42798.4,58529.3,widow
1,2007,TIME,45184.7,14553.9,widow
1,2008,TIME,47063.9,153674,widow
1,2009,TIME,48958.5,21292.3,widow
1,2010,TIME,50863.9,101007,widow
1,2011,TIME,53402.9,6739.67,widow
1,2012,TIME,56191.7,6073.62,widow
1,2013,TIME,60046.8,240825,widow
1,2014,TIME,64420.7,101692,widow
1,2015,TIME,68546.6,34199.6,widow
1,2016,TIME,72781.9,63176.6,widow
1,2017,TIME,76823.6,40750,widow
1,2018,TIME,79032,37521.2,widow
