Area,Yr,Era,SpawnBio,Recruit_0,stock_name
1,1963,TIME,675.735,1482.8,black_ca
1,1964,TIME,672.44,1570.42,black_ca
1,1965,TIME,674.77,1601.68,black_ca
1,1966,TIME,669.236,1496.13,black_ca
1,1967,TIME,658.103,1556.57,black_ca
1,1968,TIME,637.18,1471.48,black_ca
1,1969,TIME,609.398,1365.41,black_ca
1,1970,TIME,574.759,1446.63,black_ca
1,1971,TIME,536.297,1408.51,black_ca
1,1972,TIME,498.421,2305.99,black_ca
1,1973,TIME,459.468,1801.71,black_ca
1,1974,TIME,417.915,2218.85,black_ca
1,1975,TIME,372.4,1371.81,black_ca
1,1976,TIME,336.481,5082.61,black_ca
1,1977,TIME,293.481,2674.89,black_ca
1,1978,TIME,257.736,1816.85,black_ca
1,1979,TIME,234.986,780.937,black_ca
1,1980,TIME,233.469,770.835,black_ca
1,1981,TIME,236.266,551.748,black_ca
1,1982,TIME,253.36,920.962,black_ca
1,1983,TIME,257.785,1097.7,black_ca
1,1984,TIME,261.358,1228.71,black_ca
1,1985,TIME,283.163,1374.16,black_ca
1,1986,TIME,262.88,1169.75,black_ca
1,1987,TIME,244.42,1232.4,black_ca
1,1988,TIME,205.33,994.221,black_ca
1,1989,TIME,184.034,1067.38,black_ca
1,1990,TIME,154.563,1960.24,black_ca
1,1991,TIME,137.274,1005.72,black_ca
1,1992,TIME,121.313,1285.27,black_ca
1,1993,TIME,94.9835,1746.36,black_ca
1,1994,TIME,86.7793,1937.34,black_ca
1,1995,TIME,81.6992,1532.93,black_ca
1,1996,TIME,78.2307,1222.57,black_ca
1,1997,TIME,83.4084,941.342,black_ca
1,1998,TIME,94.3386,699.745,black_ca
1,1999,TIME,111.417,1092.11,black_ca
1,2000,TIME,133.45,1427.13,black_ca
1,2001,TIME,163.578,1574.73,black_ca
1,2002,TIME,182.519,2003.09,black_ca
1,2003,TIME,203.762,1585.45,black_ca
1,2004,TIME,214.612,1674.03,black_ca
1,2005,TIME,225.754,1371.37,black_ca
1,2006,TIME,227.85,984.265,black_ca
1,2007,TIME,231.368,1326.8,black_ca
1,2008,TIME,241.187,4508.71,black_ca
1,2009,TIME,256.821,4323.29,black_ca
1,2010,TIME,267.775,2997.05,black_ca
1,2011,TIME,285.105,1764.55,black_ca
1,2012,TIME,305.208,1700.52,black_ca
1,2013,TIME,321.621,1719.46,black_ca
1,2014,TIME,329.401,1727.92,black_ca
