Area,Yr,Era,SpawnBio,Recruit_0,stock_name
1,1960,TIME,3211950000,3095.17,darkblotched
1,1961,TIME,3208110000,3072.94,darkblotched
1,1962,TIME,3206960000,3070.68,darkblotched
1,1963,TIME,3203400000,3087.8,darkblotched
1,1964,TIME,3197260000,3113.27,darkblotched
1,1965,TIME,3198300000,3143.47,darkblotched
1,1966,TIME,3179420000,3107.54,darkblotched
1,1967,TIME,2848720000,2936.87,darkblotched
1,1968,TIME,2605440000,2744.38,darkblotched
1,1969,TIME,2415780000,2661.01,darkblotched
1,1970,TIME,2406400000,2817.51,darkblotched
1,1971,TIME,2395520000,3113.95,darkblotched
1,1972,TIME,2373510000,2647.02,darkblotched
1,1973,TIME,2347110000,2141.93,darkblotched
1,1974,TIME,2297660000,1962.48,darkblotched
1,1975,TIME,2274660000,1600.6,darkblotched
1,1976,TIME,2254580000,2231.76,darkblotched
1,1977,TIME,2230740000,1497.81,darkblotched
1,1978,TIME,2235950000,3690.59,darkblotched
1,1979,TIME,2231970000,3031.3,darkblotched
1,1980,TIME,2198190000,2165.25,darkblotched
1,1981,TIME,2164060000,5052.13,darkblotched
1,1982,TIME,2105360000,1560.63,darkblotched
1,1983,TIME,2017780000,1008.1,darkblotched
1,1984,TIME,1933040000,1666.04,darkblotched
1,1985,TIME,1838020000,2191.65,darkblotched
1,1986,TIME,1711530000,1997.48,darkblotched
1,1987,TIME,1634510000,3878.56,darkblotched
1,1988,TIME,1463580000,1611.79,darkblotched
1,1989,TIME,1344300000,1030.95,darkblotched
1,1990,TIME,1251630000,869.175,darkblotched
1,1991,TIME,1122050000,1051.24,darkblotched
1,1992,TIME,1029720000,949.465,darkblotched
1,1993,TIME,988364000,503.715,darkblotched
1,1994,TIME,912723000,2658.74,darkblotched
1,1995,TIME,863753000,4199.37,darkblotched
1,1996,TIME,813039000,1051.04,darkblotched
1,1997,TIME,760358000,1369.6,darkblotched
1,1998,TIME,697411000,826.896,darkblotched
1,1999,TIME,621583000,6614.97,darkblotched
1,2000,TIME,602119000,4294.34,darkblotched
1,2001,TIME,606411000,539.198,darkblotched
1,2002,TIME,628089000,1341.48,darkblotched
1,2003,TIME,650385000,1492.98,darkblotched
1,2004,TIME,680538000,2528.62,darkblotched
1,2005,TIME,720846000,2446.66,darkblotched
1,2006,TIME,785175000,2166.87,darkblotched
1,2007,TIME,854697000,1656.64,darkblotched
1,2008,TIME,916725000,6048.12,darkblotched
1,2009,TIME,970240000,873.599,darkblotched
1,2010,TIME,1013650000,2455.67,darkblotched
1,2011,TIME,1051010000,2446.89,darkblotched
1,2012,TIME,1104650000,1482.13,darkblotched
1,2013,TIME,1161390000,13767.3,darkblotched
1,2014,TIME,1222240000,1226.91,darkblotched
1,2015,TIME,1289480000,2564.7,darkblotched
1,2016,TIME,1355110000,2598.3,darkblotched
