Area Yr Era Seas Bio_all Bio_smry SpawnBio Recruit_0  Spbio_GP:1 SmryBio_SX:1_GP:1 SmryBio_SX:2_GP:1 SmryNum_SX:1_GP:1 SmryNum_SX:2_GP:1 sel(B):_1 dead(B):_1 retain(B):_1 sel(N):_1 dead(N):_1 retain(N):_1 obs_cat:_1 F:_1 sel(B):_2 dead(B):_2 retain(B):_2 sel(N):_2 dead(N):_2 retain(N):_2 obs_cat:_2 F:_2 sel(B):_3 dead(B):_3 retain(B):_3 sel(N):_3 dead(N):_3 retain(N):_3 obs_cat:_3 F:_3 SPB_vir_LH
1 1913 VIRG 1 39938.3 39932.3 3.54431e+009 3006.4  3.54431e+009  26017 13915.3  27092.2 20941.5 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  3.54431e+009
1 1914 INIT 1 39938.3 39932.3 3.54431e+009 3006.4  3.54431e+009  26017 13915.3  27092.2 20941.5  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 3.54431e+009
1 1915 TIME 1 39766.5 39760.5 3.52762e+009 2991.45  3.52762e+009  25898.1 13862.4  26974.1 20859.8  0.0102547 0.0102547 0.01 0.011142 0.011142 0.00983137 0.01 4.48154e-007  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 3.52762e+009
1 1916 TIME 1 39767.3 39761.4 3.52784e+009 2991.22  3.52784e+009  25899.1 13862.2  26973.2 20858.3  13.3413 13.3413 13.01 14.4951 14.4951 12.7902 13.01 0.000583146  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 3.52784e+009
1 1917 TIME 1 39754.5 39748.5 3.52691e+009 2990.91  3.52691e+009  25891.8 13856.7  26964.7 20850.3  21.1554 21.1554 20.63 22.9846 22.9846 20.2808 20.63 0.000925117  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 3.52691e+009
1 1918 TIME 1 39733.7 39727.7 3.5253e+009 2990.56  3.5253e+009  25879.5 13848.2  26952.1 20838.9  22.1297 22.1297 21.58 24.0432 24.0432 21.2142 21.58 0.000968268  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 3.5253e+009
1 1919 TIME 1 39712 39706 3.52356e+009 2990.22  3.52356e+009  25866.6 13839.4  26939.4 20827.6  14.172 14.172 13.82 15.3978 15.3978 13.5856 13.82 0.000620374  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 3.52356e+009
1 1920 TIME 1 39698.4 39692.5 3.52247e+009 2989.95  3.52247e+009  25858.5 13833.9  26931.8 20820.8  14.8694 14.8694 14.5 16.1558 16.1558 14.2541 14.5 0.00065113  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 3.52247e+009
1 1921 TIME 1 39684.3 39678.4 3.52132e+009 2989.69  3.52132e+009  25850.1 13828.3  26924 20813.9  12.6852 12.6852 12.37 13.7829 13.7829 12.1602 12.37 0.000555666  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 3.52132e+009
1 1922 TIME 1 39672.7 39666.7 3.52034e+009 2989.48  3.52034e+009  25843 13823.7  26917.7 20808.5  11.629 11.629 11.34 12.6356 12.6356 11.1477 11.34 0.000509544  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 3.52034e+009
1 1923 TIME 1 39662.3 39656.3 3.51944e+009 2989.31  3.51944e+009  25836.7 13819.6  26912.3 20803.9  14.0389 14.0389 13.69 15.2545 15.2545 13.4579 13.69 0.000615322  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 3.51944e+009
1 1924 TIME 1 39649.8 39643.8 3.51835e+009 2989.15  3.51835e+009  25829 13814.8  26905.7 20798.3  14.3158 14.3158 13.96 15.556 15.556 13.7235 13.96 0.000627662  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 3.51835e+009
1 1925 TIME 1 39637.4 39631.4 3.51724e+009 2989.01  3.51724e+009  25821.3 13810.1  26899.2 20792.8  16.3361 16.3361 15.93 17.7519 17.7519 15.6604 15.93 0.000716482  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 3.51724e+009
1 1926 TIME 1 39623.3 39617.3 3.51598e+009 2988.87  3.51598e+009  25812.6 13804.7  26891.9 20786.7  22.0893 22.0893 21.54 24.0048 24.0048 21.1758 21.54 0.000969223  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 3.51598e+009
1 1927 TIME 1 39603.8 39597.9 3.51425e+009 2988.71  3.51425e+009  25800.5 13797.3  26881.6 20778.2  19.0847 19.0847 18.61 20.7408 20.7408 18.2958 18.61 0.000837766  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 3.51425e+009
