Area Yr Era Seas Bio_all Bio_smry SpawnBio Recruit_0  Spbio_GP:1 SmryBio_SX:1_GP:1 SmryBio_SX:2_GP:1 SmryNum_SX:1_GP:1 SmryNum_SX:2_GP:1 sel(B):_1 dead(B):_1 retain(B):_1 sel(N):_1 dead(N):_1 retain(N):_1 obs_cat:_1 Hrate:_1 sel(B):_2 dead(B):_2 retain(B):_2 sel(N):_2 dead(N):_2 retain(N):_2 obs_cat:_2 Hrate:_2 sel(B):_3 dead(B):_3 retain(B):_3 sel(N):_3 dead(N):_3 retain(N):_3 obs_cat:_3 Hrate:_3 sel(B):_4 dead(B):_4 retain(B):_4 sel(N):_4 dead(N):_4 retain(N):_4 obs_cat:_4 Hrate:_4 SPB_vir_LH
1 1890 VIRG 1 57086.3 54491.4 7.04167e+006 41750.3  7.04167e+006  43085.8 11405.6  102522 76307.9 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  7.04167e+006
1 1891 INIT 1 57086.3 54491.4 7.04167e+006 41750.3  7.04167e+006  43085.8 11405.6  102522 76307.9  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 7.04167e+006
1 1892 TIME 1 57086.3 54491.4 7.04167e+006 41750.3  7.04167e+006  43085.8 11405.6  102522 76307.9  11 11 11 20.4691 20.4691 20.4691 11 0.000276712  206 206 206 316.818 316.818 316.818 206 0.00606613  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 7.04167e+006
1 1893 TIME 1 56882.9 54289.2 7.00729e+006 41711.7  7.00729e+006  42892.3 11397  102249 76270.4  10 10 10 18.6302 18.6302 18.6302 10 0.000252712  195 195 195 300.121 300.121 300.121 195 0.00577159  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 7.00729e+006
1 1894 TIME 1 56709.1 54117.7 6.97763e+006 41678.2  6.97763e+006  42727.6 11390.1  102031 76241.8  10 10 10 18.6515 18.6515 18.6515 10 0.00025371  183 183 183 281.871 281.871 281.871 183 0.00544056  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 6.97763e+006
1 1895 TIME 1 56563.6 53974.1 6.95264e+006 41649.7  6.95264e+006  42589.8 11384.3  101847 76207.3  9 9 9 16.8042 16.8042 16.8042 9 0.000229093  171 171 171 263.593 263.593 263.593 171 0.00510295  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 6.95264e+006
1 1896 TIME 1 56444.7 53856.8 6.93219e+006 41626.3  6.93219e+006  42477.7 11379.1  101693 76170.2  9 9 9 16.8197 16.8197 16.8197 9 0.000229704  162 162 162 249.902 249.902 249.902 162 0.00484918  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 6.93219e+006
1 1897 TIME 1 56345.9 53759.3 6.9153e+006 41606.9  6.9153e+006  42385.3 11374.1  101564 76131.7  8 8 8 14.9624 14.9624 14.9624 8 0.000204625  152 152 152 234.63 234.63 234.63 152 0.00456118  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 6.9153e+006
1 1898 TIME 1 56266.9 53681.4 6.90191e+006 41591.5  6.90191e+006  42312.1 11369.2  101459 76094.5  8 8 8 14.9714 14.9714 14.9714 8 0.000204974  143 143 143 220.858 220.858 220.858 143 0.00429941  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 6.90191e+006
1 1899 TIME 1 56203.7 53619.1 6.89135e+006 41579.3  6.89135e+006  42254.5 11364.5  101373 76059  7 7 7 13.1059 13.1059 13.1059 7 0.000179592  133 133 133 205.5 205.5 205.5 133 0.00400474  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 6.89135e+006
