Area Yr Era Seas Bio_all Bio_smry SpawnBio Recruit_0  SpawnBio_GP:1 SmryBio_SX:1_GP:1 SmryBio_SX:2_GP:1 SmryNum_SX:1_GP:1 SmryNum_SX:2_GP:1 sel(B):_1 dead(B):_1 retain(B):_1 sel(N):_1 dead(N):_1 retain(N):_1 obs_cat:_1 F:_1 sel(B):_2 dead(B):_2 retain(B):_2 sel(N):_2 dead(N):_2 retain(N):_2 obs_cat:_2 F:_2 sel(B):_3 dead(B):_3 retain(B):_3 sel(N):_3 dead(N):_3 retain(N):_3 obs_cat:_3 F:_3 sel(B):_4 dead(B):_4 retain(B):_4 sel(N):_4 dead(N):_4 retain(N):_4 obs_cat:_4 F:_4 SSB_vir_LH ABC_buffer
1 1914 VIRG 1 291.504 287.213 204.584 0  204.584  244.953 42.2599  238.329 92.4003 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  204.584 NA
1 1915 INIT 1 291.504 287.213 204.584 0  204.584  244.953 42.2599  238.329 92.4003  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 204.584 NA
1 1916 TIME 1 291.504 287.213 204.584 183.659  204.584  244.953 42.2599  238.329 92.4003  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0.04 0.04 0.04 0.0349145 0.0349145 0.0349145 0.04 0.000149401  0 0 0 0 0 0 0 0 204.584 NA
1 1917 TIME 1 291.467 287.176 204.555 183.656  204.555  244.921 42.2556  238.306 92.3934  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0.04 0.04 0.04 0.0349158 0.0349158 0.0349158 0.04 0.00014942  0 0 0 0 0 0 0 0 204.555 NA
1 1918 TIME 1 291.434 287.143 204.527 183.654  204.527  244.891 42.2526  238.292 92.3909  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0.04 0.04 0.04 0.0349173 0.0349173 0.0349173 0.04 0.000149437  0 0 0 0 0 0 0 0 204.527 NA
1 1919 TIME 1 291.406 287.115 204.502 183.651  204.502  244.865 42.2505  238.279 92.3889  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0.04 0.04 0.04 0.0349189 0.0349189 0.0349189 0.04 0.000149452  0 0 0 0 0 0 0 0 204.502 NA
1 1920 TIME 1 291.382 287.091 204.48 183.649  204.48  244.842 42.2489  238.269 92.3871  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0.04 0.04 0.04 0.0349203 0.0349203 0.0349203 0.04 0.000149464  0 0 0 0 0 0 0 0 204.48 NA
1 1921 TIME 1 291.362 287.071 204.461 183.647  204.461  244.823 42.2478  238.261 92.3856  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0.04 0.04 0.04 0.0349214 0.0349214 0.0349214 0.04 0.000149474  0 0 0 0 0 0 0 0 204.461 NA
1 1922 TIME 1 291.345 287.054 204.445 183.646  204.445  244.807 42.2469  238.253 92.3842  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0.04 0.04 0.04 0.0349224 0.0349224 0.0349224 0.04 0.000149483  0 0 0 0 0 0 0 0 204.445 NA
1 1923 TIME 1 291.33 287.04 204.432 183.645  204.432  244.794 42.2462  238.247 92.383  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0.04 0.04 0.04 0.0349232 0.0349232 0.0349232 0.04 0.00014949  0 0 0 0 0 0 0 0 204.432 NA
1 1924 TIME 1 291.318 287.028 204.422 183.643  204.422  244.782 42.2456  238.242 92.3819  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0.04 0.04 0.04 0.0349239 0.0349239 0.0349239 0.04 0.000149496  0 0 0 0 0 0 0 0 204.422 NA
1 1925 TIME 1 291.308 287.018 204.412 183.643  204.412  244.773 42.245  238.238 92.3811  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0.04 0.04 0.04 0.0349245 0.0349245 0.0349245 0.04 0.000149501  0 0 0 0 0 0 0 0 204.412 NA
1 1926 TIME 1 291.3 287.009 204.405 183.642  204.405  244.765 42.2446  238.234 92.3803  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0.04 0.04 0.04 0.034925 0.034925 0.034925 0.04 0.000149505  0 0 0 0 0 0 0 0 204.405 NA
1 1927 TIME 1 291.293 287.002 204.398 183.641  204.398  244.758 42.2442  238.231 92.3797  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0.04 0.04 0.04 0.0349254 0.0349254 0.0349254 0.04 0.000149509  0 0 0 0 0 0 0 0 204.398 NA
1 1928 TIME 1 291.287 286.996 204.393 183.641  204.393  244.752 42.2439  238.228 92.3792  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0.04 0.04 0.04 0.0349264 0.0349264 0.0349264 0.04 0.000149526  0.06 0.06 0.06 0.044421 0.044421 0.044421 0.06 0.000229752 204.393 NA
1 1929 TIME 1 291.228 286.937 204.344 183.636  204.344  244.699 42.2378  238.196 92.3708  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0.09 0.09 0.09 0.0785922 0.0785922 0.0785922 0.09 0.000336559  0.11 0.11 0.11 0.0814437 0.0814437 0.0814437 0.11 0.000421371 204.344 NA
1 1930 TIME 1 291.084 286.794 204.226 183.625  204.226  244.571 42.223  238.118 92.3503  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0.13 0.13 0.13 0.113544 0.113544 0.113544 0.13 0.000486454  0.16 0.16 0.16 0.118479 0.118479 0.118479 0.16 0.000613308 204.226 NA
1 1931 TIME 1 290.875 286.585 204.05 183.608  204.05  244.382 42.2027  238.008 92.3232  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0.17 0.17 0.17 0.148522 0.148522 0.148522 0.17 0.000636698  0.22 0.22 0.22 0.162942 0.162942 0.162942 0.22 0.000844064 204.05 NA
1 1932 TIME 1 290.6 286.31 203.816 183.585  203.816  244.133 42.1772  237.867 92.2894  0.00102 0.00102 0.00102 0.00136896 0.00136896 0.00136896 0.00102 3.51868e-06  0 0 0 0 0 0 0 0  0.22 0.22 0.22 0.192278 0.192278 0.192278 0.22 0.000824884  0.27 0.27 0.27 0.20003 0.20003 0.20003 0.27 0.00103708 203.816 NA
1 1933 TIME 1 290.267 285.978 203.531 183.558  203.531  243.83 42.1476  237.699 92.2495  0.03366 0.03366 0.03366 0.0452047 0.0452047 0.0452047 0.03366 0.000116266  0 0 0 0 0 0 0 0  0.26 0.26 0.26 0.227343 0.227343 0.227343 0.26 0.000976197  0.33 0.33 0.33 0.244568 0.244568 0.244568 0.33 0.00126931 203.531 NA
1 1934 TIME 1 289.854 285.565 203.18 183.523  203.18  243.455 42.1101  237.483 92.1953  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0.3 0.3 0.3 0.262462 0.262462 0.262462 0.3 0.0011281  0.38 0.38 0.38 0.281743 0.281743 0.281743 0.38 0.00146391 203.18 NA
1 1935 TIME 1 289.443 285.156 202.823 183.489  202.823  243.079 42.0769  237.288 92.1535  0.06834 0.06834 0.06834 0.0919227 0.0919227 0.0919227 0.06834 0.00023677  0 0 0 0 0 0 0 0  0.34 0.34 0.34 0.297638 0.297638 0.297638 0.34 0.00128068  0.44 0.44 0.44 0.326387 0.326387 0.326387 0.44 0.00169799 202.823 NA
1 1936 TIME 1 288.931 284.644 202.386 183.446  202.386  242.612 42.0316  237.018 92.0844  0.00612 0.00612 0.00612 0.00824058 0.00824058 0.00824058 0.00612 2.12473e-05  0 0 0 0 0 0 0 0  0.48 0.48 0.48 0.420511 0.420511 0.420511 0.48 0.001812  0.62 0.62 0.62 0.460175 0.460175 0.460175 0.62 0.00239799 202.386 NA
1 1937 TIME 1 288.252 283.966 201.806 183.389  201.806  241.994 41.9724  236.68 92.0064  0.00102 0.00102 0.00102 0.00137479 0.00137479 0.00137479 0.00102 3.54693e-06  0 0 0 0 0 0 0 0  0.32 0.32 0.32 0.28056 0.28056 0.28056 0.32 0.0012101  0.41 0.41 0.41 0.304502 0.304502 0.304502 0.41 0.0015886 201.806 NA
1 1938 TIME 1 288.005 283.721 201.561 183.365  201.561  241.755 41.9661  236.608 92.0071  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0.91 0.91 0.91 0.798608 0.798608 0.798608 0.91 0.00345179  1.16 1.16 1.16 0.862159 0.862159 0.862159 1.16 0.00450862 201.561 NA
1 1939 TIME 1 286.584 282.301 200.386 183.248  200.386  240.477 41.824  235.822 91.7944  0.00102 0.00102 0.00102 0.00137888 0.00137888 0.00137888 0.00102 3.56655e-06  0 0 0 0 0 0 0 0  0.34 0.34 0.34 0.298744 0.298744 0.298744 0.34 0.00129333  0.43 0.43 0.43 0.319899 0.319899 0.319899 0.43 0.00167614 200.386 NA
1 1940 TIME 1 286.514 282.233 200.259 183.235  200.259  240.385 41.8483  235.9 91.8538  0.02754 0.02754 0.02754 0.0372395 0.0372395 0.0372395 0.02754 9.63108e-05  0 0 0 0 0 0 0 0  0.32 0.32 0.32 0.281308 0.281308 0.281308 0.32 0.00121747  0.41 0.41 0.41 0.305191 0.305191 0.305191 0.41 0.00159849 200.259 NA
1 1941 TIME 1 286.495 282.215 200.205 183.23  200.205  240.348 41.8667  235.925 91.8657  0.0357 0.0357 0.0357 0.0483016 0.0483016 0.0483016 0.0357 0.000125014  0 0 0 0 0 0 0 0  0.68 0.68 0.68 0.598075 0.598075 0.598075 0.68 0.00259072  0.86 0.86 0.86 0.640455 0.640455 0.640455 0.86 0.00335763 200.205 NA
1 1942 TIME 1 285.749 281.468 199.593 183.169  199.593  239.674 41.7943  235.501 91.7452  0.00408 0.00408 0.00408 0.00552707 0.00552707 0.00552707 0.00408 1.43219e-05  0 0 0 0 0 0 0 0  0.68 0.68 0.68 0.598577 0.598577 0.598577 0.68 0.00259737  0.86 0.86 0.86 0.640849 0.640849 0.640849 0.86 0.00336642 199.593 NA
1 1943 TIME 1 285.12 280.841 199.055 183.115  199.055  239.099 41.7417  235.198 91.6793  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0.68 0.68 0.68 0.599095 0.599095 0.599095 0.68 0.0026031  0.86 0.86 0.86 0.641282 0.641282 0.641282 0.86 0.00337403 199.055 NA
1 1944 TIME 1 284.58 280.302 198.576 183.066  198.576  238.6 41.7018  234.949 91.6279  0.0153 0.0153 0.0153 0.0207712 0.0207712 0.0207712 0.0153 5.39142e-05  0 0 0 0 0 0 0 0  0.68 0.68 0.68 0.599588 0.599588 0.599588 0.68 0.0026081  0.86 0.86 0.86 0.641726 0.641726 0.641726 0.86 0.00338066 198.576 NA
1 1945 TIME 1 284.102 279.826 198.15 183.023  198.15  238.157 41.6689  234.728 91.5804  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0.68 0.68 0.68 0.600031 0.600031 0.600031 0.68 0.00261239  0.86 0.86 0.86 0.642138 0.642138 0.642138 0.86 0.00338633 198.15 NA
1 1946 TIME 1 283.71 279.434 197.796 182.987  197.796  237.789 41.6449  234.555 91.5464  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0.68 0.68 0.68 0.600417 0.600417 0.600417 0.68 0.00261597  0.86 0.86 0.86 0.642503 0.642503 0.642503 0.86 0.00339107 197.796 NA
1 1947 TIME 1 283.378 279.103 197.495 182.956  197.495  237.477 41.6256  234.409 91.5169  0.00612 0.00612 0.00612 0.00834371 0.00834371 0.00834371 0.00612 2.17616e-05  0 0 0 0 0 0 0 0  2.07 2.07 2.07 1.83067 1.83067 1.83067 2.07 0.00801557  2.64 2.64 2.64 1.97445 1.97445 1.97445 2.64 0.0104793 197.495 NA
1 1948 TIME 1 280.199 275.926 194.921 182.69  194.921  234.644 41.2816  232.582 91.0053  0.00612 0.00612 0.00612 0.00839258 0.00839258 0.00839258 0.00612 2.20195e-05  0 0 0 0 0 0 0 0  2.34 2.34 2.34 2.07711 2.07711 2.07711 2.34 0.00917517  2.97 2.97 2.97 2.22676 2.22676 2.22676 2.97 0.0119409 194.921 NA
1 1949 TIME 1 276.818 272.551 192.077 182.388  192.077  231.596 40.9555  230.836 90.5865  0.0051 0.0051 0.0051 0.00704438 0.00704438 0.00704438 0.0051 1.86118e-05  0 0 0 0 0 0 0 0  3.04 3.04 3.04 2.71198 2.71198 2.71198 3.04 0.0121017  3.87 3.87 3.87 2.91207 2.91207 2.91207 3.87 0.015802 192.077 NA
1 1950 TIME 1 272.391 268.131 188.324 181.977  188.324  227.591 40.5403  228.541 90.0234  0.29478 0.29478 0.29478 0.410131 0.410131 0.410131 0.29478 0.00109008  0 0 0 0 0 0 0 0  2.37 2.37 2.37 2.12602 2.12602 2.12602 2.37 0.00956933  3.01 3.01 3.01 2.2749 2.2749 2.2749 3.01 0.0124703 188.324 NA
1 1951 TIME 1 269.619 265.369 185.855 181.699  185.855  225.032 40.3371  227.25 89.7501  0.01938 0.01938 0.01938 0.027099 0.027099 0.027099 0.01938 7.22655e-05  0 0 0 0 0 0 0 0  2.17 2.17 2.17 1.95514 1.95514 1.95514 2.17 0.00884086  2.77 2.77 2.77 2.10161 2.10161 2.10161 2.77 0.011582 185.855 NA
1 1952 TIME 1 267.911 263.667 184.246 181.514  184.246  223.406 40.2606  226.594 89.6577  0.05202 0.05202 0.05202 0.0730881 0.0730881 0.0730881 0.05202 0.000195695  0 0 0 0 0 0 0 0  2.93 2.93 2.93 2.6506 2.6506 2.6506 2.93 0.0120502  3.72 3.72 3.72 2.83239 2.83239 2.83239 3.72 0.0157044 184.246 NA
