Area Yr Era Seas Bio_all Bio_smry SpawnBio Recruit_0  SpawnBio_GP:1 SmryBio_SX:1_GP:1 SmryBio_SX:2_GP:1 SmryNum_SX:1_GP:1 SmryNum_SX:2_GP:1 sel(B):_1 dead(B):_1 retain(B):_1 sel(N):_1 dead(N):_1 retain(N):_1 obs_cat:_1 F:_1 sel(B):_2 dead(B):_2 retain(B):_2 sel(N):_2 dead(N):_2 retain(N):_2 obs_cat:_2 F:_2 sel(B):_3 dead(B):_3 retain(B):_3 sel(N):_3 dead(N):_3 retain(N):_3 obs_cat:_3 F:_3 sel(B):_4 dead(B):_4 retain(B):_4 sel(N):_4 dead(N):_4 retain(N):_4 obs_cat:_4 F:_4 SSB_vir_LH ABC_buffer
1 1874 VIRG 1 54743.2 54086.6 33405.9 0  33405.9  36576.3 17510.4  43094.2 40999.9 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  33405.9 NA
1 1875 INIT 1 54743.2 54086.6 33405.9 0  33405.9  36576.3 17510.4  43094.2 40999.9  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 33405.9 NA
1 1876 TIME 1 54743.5 54086.9 33406 20361.5  33406  36576.4 17510.5  43094.5 41000.2  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  1.03347 1.03347 1 1.28243 1.28243 1.10463 1 2.02703e-05 33406 NA
1 1877 TIME 1 54742.5 54085.9 33405.4 20361.6  33405.4  36575.8 17510.1  43094 40999.6  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  1.03347 1.03347 1 1.28244 1.28244 1.10463 1 2.02707e-05 33405.4 NA
1 1878 TIME 1 54741.6 54085 33404.8 20361.6  33404.8  36575.2 17509.9  43093.6 40999.1  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  1.03347 1.03347 1 1.28244 1.28244 1.10464 1 2.0271e-05 33404.8 NA
1 1879 TIME 1 54740.8 54084.2 33404.2 20361.7  33404.2  36574.6 17509.6  43093.3 40998.7  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  1.03347 1.03347 1 1.28245 1.28245 1.10464 1 2.02713e-05 33404.2 NA
1 1880 TIME 1 54740.1 54083.4 33403.7 20361.7  33403.7  36574.1 17509.4  43093 40998.4  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  11.9366 11.9366 11.55 14.8125 14.8125 12.7587 11.55 0.000234161 33403.7 NA
1 1881 TIME 1 54728.9 54072.3 33396.5 20361.6  33396.5  36566.6 17505.7  43087 40991.4  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  22.8398 22.8398 22.1 28.3436 28.3436 24.4132 22.1 0.000448189 33396.5 NA
1 1882 TIME 1 54708 54051.4 33382.8 20361.3  33382.8  36552.6 17498.8  43076.2 40978.8  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  33.7433 33.7433 32.65 41.8776 41.8776 36.0689 32.65 0.000662477 33382.8 NA
1 1883 TIME 1 54677.9 54021.3 33362.9 20360.8  33362.9  36532.4 17489  43061.2 40961.4  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  44.6472 44.6472 43.2 55.4164 55.4164 47.7268 43.2 0.000877137 33362.9 NA
1 1884 TIME 1 54639.5 53982.9 33337.4 20360.2  33337.4  36506.4 17476.5  43042.7 40939.9  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  55.5518 55.5518 53.75 68.9621 68.9621 59.3884 53.75 0.00109227 33337.4 NA
1 1885 TIME 1 54593.4 53936.8 33306.7 20359.5  33306.7  36475.3 17461.6  43021 40914.8  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  66.457 66.457 64.3 82.517 82.517 71.0551 64.3 0.00130795 33306.7 NA
1 1886 TIME 1 54540.4 53883.9 33271.2 20358.6  33271.2  36439.3 17444.6  42996.6 40886.6  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  77.3632 77.3632 74.85 96.0829 96.0829 82.7281 74.85 0.00152426 33271.2 NA
1 1887 TIME 1 54481.3 53824.7 33231.4 20357.6  33231.4  36399.1 17425.7  42969.8 40855.8  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  88.2703 88.2703 85.4 109.662 109.662 94.4088 85.4 0.00174127 33231.4 NA
1 1888 TIME 1 54416.5 53760 33187.8 20356.6  33187.8  36354.9 17405.1  42940.9 40822.8  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  99.1784 99.1784 95.95 123.255 123.255 106.098 95.95 0.00195903 33187.8 NA
1 1889 TIME 1 54346.8 53690.4 33140.7 20355.4  33140.7  36307.3 17383.1  42910.3 40787.7  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  110.088 110.088 106.5 136.864 136.864 117.797 106.5 0.00217759 33140.7 NA
1 1890 TIME 1 54272.8 53616.4 33090.5 20354.2  33090.5  36256.5 17359.9  42878.1 40750.9  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  120.998 120.998 117.05 150.489 150.489 129.507 117.05 0.00239698 33090.5 NA
