year,method,mase,stock_name,period,depletion,autocorrS,autocorrR,num_yrs,log_sigmaR_full,log_sigmaR_test,regime_shift,detectable_SR,region
13,mean,0.9939112823482298,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
14,mean,1.0900620142679383,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
15,mean,1.0747804681098714,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
16,mean,1.0907870200875216,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
17,mean,1.0603289550230413,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
18,mean,1.0401002090806872,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
19,mean,1.005655211069327,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
20,mean,0.9376497246119305,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
21,mean,1.001726619053879,greenland_turbot,late,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
22,mean,1.1863560502007289,greenland_turbot,late,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
1,AR(1),1.276771123463244,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
2,AR(1),1.3734496205749278,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
3,AR(1),1.704826158770642,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
4,AR(1),2.1616272803299443,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
5,AR(1),0.6547821658293824,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
6,AR(1),0.32433043634830544,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
7,AR(1),0.22640274136101957,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
8,AR(1),1.1751066115475282,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
9,AR(1),3.2816072063654578,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
10,AR(1),7.241533606684908,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
11,AR(1),4.1799595798469,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
12,AR(1),3.370623105562736,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
13,AR(1),0.7451139526254347,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
14,AR(1),0.688202062077923,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
15,AR(1),0.3258465861236394,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
16,AR(1),0.32152074026953387,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
17,AR(1),0.2557490323956249,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
18,AR(1),0.283097621785648,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
19,AR(1),0.28794724599023575,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
20,AR(1),0.3303639312395267,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
21,AR(1),0.6487115238157272,greenland_turbot,late,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
22,AR(1),0.9238294415617025,greenland_turbot,late,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
1,Beverton-Holt,1.3182419984102596,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
2,Beverton-Holt,1.5005788866410934,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
3,Beverton-Holt,1.9505142342141486,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
4,Beverton-Holt,1.0488135336870836,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
5,Beverton-Holt,1.1207357331471681,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
6,Beverton-Holt,1.1398961899460531,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
7,Beverton-Holt,1.101629856570021,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
8,Beverton-Holt,1.1661137511579132,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
9,Beverton-Holt,3.966378868921455,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
10,Beverton-Holt,8.682883910001419,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
11,Beverton-Holt,4.262110909510695,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
12,Beverton-Holt,1.0991398101998135,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
13,Beverton-Holt,0.9600869953882736,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
14,Beverton-Holt,1.0611205636830174,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
15,Beverton-Holt,1.0453308112514175,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
16,Beverton-Holt,1.0626467823896941,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
17,Beverton-Holt,1.032678743430701,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
18,Beverton-Holt,1.0136316771637677,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
19,Beverton-Holt,0.9800276306888551,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
20,Beverton-Holt,0.9130673276191051,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
21,Beverton-Holt,0.9792995376495415,greenland_turbot,late,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
22,Beverton-Holt,1.1234685652387286,greenland_turbot,late,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
1,simplex,1.3433256348320175,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
2,simplex,2.6874313495895974,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
3,simplex,2.779825280992733,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
4,simplex,1.580847023142673,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
5,simplex,0.8265295306543209,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
6,simplex,0.34706674604522675,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
7,simplex,0.3951834496717889,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
8,simplex,1.169891828172456,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
9,simplex,3.5773865909637714,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
10,simplex,7.485991806214282,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
11,simplex,4.131134711816831,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
12,simplex,1.573525351129846,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
13,simplex,0.8667847545443355,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
14,simplex,0.7843509529101728,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
15,simplex,0.3637788261681532,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
16,simplex,0.50222251313311,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
17,simplex,0.22206990481244648,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
18,simplex,0.7385767828713535,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
19,simplex,0.6915080760248491,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
20,simplex,0.8274025745807969,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
21,simplex,1.0443540967935134,greenland_turbot,late,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
22,simplex,1.3369346095249344,greenland_turbot,late,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
1,PELT,1.554254521753669,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
2,PELT,1.6876925354800727,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
3,PELT,1.950407098698241,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
4,PELT,1.0493240202803378,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
5,PELT,1.1215102253882854,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
6,PELT,1.1407100846124898,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
7,PELT,0.5882781448942456,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
8,PELT,1.1107358840848396,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
9,PELT,3.8961107432210116,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
10,PELT,8.558665825238084,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
11,PELT,4.639879114488526,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
12,PELT,2.3743204827432964,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
13,PELT,1.9406708115338207,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
14,PELT,1.9015769188309,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
15,PELT,1.74136957170184,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
16,PELT,1.641122608926161,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
17,PELT,1.515207446791315,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
18,PELT,1.4091038067006774,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
19,PELT,0.15676573564349225,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
20,PELT,0.17435868696439347,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
21,PELT,0.7748776741933708,greenland_turbot,late,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
22,PELT,1.0522377167052344,greenland_turbot,late,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
1,HMM,1.1733132033038898,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
2,HMM,1.7160273972029318,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
3,HMM,2.3249421731327113,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
4,HMM,0.9064645637229448,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
5,HMM,0.09251260650141652,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
6,HMM,0.08470938783170469,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
7,HMM,0.08220905194203709,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
8,HMM,1.4138452091419733,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
9,HMM,4.183505639183441,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
10,HMM,8.979666106589743,greenland_turbot,early,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
11,HMM,5.158233519961869,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
12,HMM,1.8249304234663486,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
13,HMM,1.172967033799152,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
14,HMM,0.6961760010165396,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
15,HMM,0.13656417076989777,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
16,HMM,0.10049316465959568,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
17,HMM,0.14723845349081838,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
18,HMM,0.12942146068411606,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
19,HMM,0.1589732351366728,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
20,HMM,0.2530229719299595,greenland_turbot,mid,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
21,HMM,0.7178981544805952,greenland_turbot,late,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
22,HMM,1.0761002094041172,greenland_turbot,late,0.14023173957191995,0.9605102470729012,0.5520591685002031,40,1.1593016201047093,1.2929231918827244,1,0,BSAI
1,mean,3.014512139176264,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
2,mean,1.253817069935448,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
3,mean,1.5634373456399588,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
4,mean,0.9447313913460896,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
5,mean,0.9710098913604958,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
6,mean,1.9055895536466463,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
7,mean,1.8962309446701935,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
8,mean,1.032129114717604,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
9,mean,1.1627102792764936,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
10,mean,1.3574542287376283,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
11,mean,0.9661667266966891,kamchatka_flounder,mid,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
1,AR(1),2.9971008473609793,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
2,AR(1),1.4283049913473893,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
3,AR(1),1.2816575126476306,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
4,AR(1),1.4326998849337105,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
5,AR(1),0.8397725778086367,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
6,AR(1),1.6978987505870788,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
7,AR(1),1.4632533285433431,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
8,AR(1),1.3178463749407492,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
9,AR(1),0.9788111592058425,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
10,AR(1),1.6760676095521605,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
11,AR(1),0.5044271362371655,kamchatka_flounder,mid,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
1,Beverton-Holt,3.014004257411686,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
2,Beverton-Holt,1.2311874077932023,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
3,Beverton-Holt,1.54782498057955,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
4,Beverton-Holt,0.9172425429791988,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
5,Beverton-Holt,0.9483850058346504,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
6,Beverton-Holt,1.8961584845992387,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
7,Beverton-Holt,1.8861996627700983,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
8,Beverton-Holt,1.008571095807506,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
9,Beverton-Holt,1.144628349308259,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
10,Beverton-Holt,1.3412967392191093,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
11,Beverton-Holt,0.9464443402254669,kamchatka_flounder,mid,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
1,simplex,2.5749713689402682,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
2,simplex,1.6676934492346456,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
3,simplex,1.4916291671195459,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
4,simplex,1.2852710700615686,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
5,simplex,1.17652558959262,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
6,simplex,1.703851447979113,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
7,simplex,1.7677262392651607,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
8,simplex,1.7273531552048766,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
9,simplex,1.3367061655941757,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
10,simplex,1.7659930711406657,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
11,simplex,0.6373075592638499,kamchatka_flounder,mid,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
1,PELT,2.377666037529465,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
2,PELT,1.1685119655508027,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
3,PELT,1.2041393081847318,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
4,PELT,1.4450959352513957,kamchatka_flounder,early,0.6760195527395022,0.9601538496237396,0.4211477009589769,29,0.6621944396780785,0.5637350556044843,0,0,BSAI
